,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,CC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2014-04-22,204472,94876,24189,72277,152690,073732,COCOA - ICE FUTURES U.S. ,2993.0,0.39327145036973277,-80413,-0.5783411965269794,70687,-0.09416009197954249,0.008103410722461516,0.010128921177508084,0.014232463571670628,-0.01770798529903106,0.3550301144834109
2014-04-29,201758,88471,24549,77043,148839,073732,COCOA - ICE FUTURES U.S. ,2940.0,0.3558520603891791,-71796,4.214268946359404,63922,-3.3085214601510233,0.03814823668995316,0.059856662537603966,-0.01770798529903106,-0.009183673469387754,0.3571917920887498
2014-05-06,201857,85755,24126,79811,148290,073732,COCOA - ICE FUTURES U.S. ,2913.0,0.3392451091614361,-68479,1.6440488109517344,61629,-1.1365100764281961,0.014541803850048883,0.02856726822653598,-0.009183673469387754,-0.006522485410230039,0.3585691483485819
2014-05-13,199900,82553,24743,80060,144034,073732,COCOA - ICE FUTURES U.S. ,2894.0,0.3200300150075038,-63974,2.231777941810291,57810,-1.8919333983958941,0.020103170990744955,0.03559312555920072,-0.006522485410230039,0.02557014512785072,0.3595015676308024
2014-05-20,199030,80388,23741,82145,145698,073732,COCOA - ICE FUTURES U.S. ,2968.0,0.31931367130583327,-63553,0.21060530265132565,56647,-0.5817908954477239,0.016454312838226324,0.030414197773915047,0.02557014512785072,0.021226415094339535,0.36060086399555263
2014-05-27,213850,87499,23010,83039,154512,073732,COCOA - ICE FUTURES U.S. ,3031.0,0.3342202478372691,-71473,-3.9792996030749137,64489,3.9401095312264482,0.040867013820190194,0.07096254603697437,0.021226415094339535,0.012867040580666345,0.36200971400073356
2014-06-03,221904,92311,23216,80515,158612,073732,COCOA - ICE FUTURES U.S. ,3070.0,0.3519404787655923,-78097,-3.0974982464344167,69095,2.1538461538461537,0.027700761520029107,0.04343573363802401,0.012867040580666345,0.005537459283387669,0.363998947863438
2014-06-10,216022,99766,28449,73274,151894,073732,COCOA - ICE FUTURES U.S. ,3087.0,0.36394441306903924,-78620,-0.23568750450645323,71317,1.0013339101593481,0.0619937113621829,0.0989587801739266,0.005537459283387669,0.015873015873015817,0.3656035852279225
2014-06-17,212417,103939,29948,69049,151815,073732,COCOA - ICE FUTURES U.S. ,3136.0,0.3896392473295452,-82766,-1.9192489653831555,73991,1.237836886983733,0.01948710518690235,0.04236408314474146,0.015873015873015817,-0.025510204081632626,0.3674794204085813
2014-06-24,213844,105634,31356,69632,152564,073732,COCOA - ICE FUTURES U.S. ,3056.0,0.3878154168459251,-82932,-0.07814817081495361,74278,0.135111596529468,0.005994707375470305,0.02265128841521279,-0.025510204081632626,0.025850785340314042,0.370005904186124
2014-07-01,216548,105097,32145,71966,154562,073732,COCOA - ICE FUTURES U.S. ,3135.0,0.38142120915455235,-82596,0.157123884700997,72952,-0.6200781878378631,0.019123463766068653,0.009661765348799931,0.025850785340314042,-0.00031897926634771867,0.37300217468237723
2014-07-08,214199,104008,32101,69454,151369,073732,COCOA - ICE FUTURES U.S. ,3134.0,0.3824247545506748,-81915,0.31447993054657625,71907,-0.4825719932763175,0.025835171155178582,0.0083242107428605,-0.00031897926634771867,0.002871729419272606,0.37719102710292945
2014-07-15,212827,103389,33216,69480,149853,073732,COCOA - ICE FUTURES U.S. ,3143.0,0.3776447537201577,-80373,0.7198913160192157,70173,-0.8095275888309469,0.007030405821285442,0.012693532447567804,0.002871729419272606,-0.0038180082723512365,0.38046243458464973
2014-07-22,214708,103872,32882,71949,152882,073732,COCOA - ICE FUTURES U.S. ,3131.0,0.3769445013693016,-80933,-0.26312450957820205,70990,0.3838798648667697,0.024453923168958017,0.005974231101101247,-0.0038180082723512365,0.014691791759821049,0.3829154527281957
2014-07-29,219245,109058,38564,70886,151894,073732,COCOA - ICE FUTURES U.S. ,3177.0,0.3694861912472348,-81008,-0.034931162322782566,70494,-0.23101142016133538,0.009206391956189964,0.07362046307460948,0.014691791759821049,0.0056657223796034994,0.38510657757559213
2014-08-05,215045,113478,33560,66261,156269,073732,COCOA - ICE FUTURES U.S. ,3195.0,0.4185542560859355,-90008,-4.1049966931971085,79918,4.298387648521061,0.04044398508066328,0.06409227546620601,0.0056657223796034994,0.008450704225352101,0.38772488093261226
2014-08-12,214215,117649,36512,65884,156373,073732,COCOA - ICE FUTURES U.S. ,3222.0,0.42242139906169035,-90489,-0.22367411472017487,81137,0.5668580994675533,0.00216416130875518,0.046204941587042116,0.008450704225352101,-0.007138423339540623,0.3896857577847017
2014-08-19,210063,116335,36035,66255,154663,073732,COCOA - ICE FUTURES U.S. ,3199.0,0.42086421692539855,-88408,0.9714539131246644,80300,-0.3907289405503816,0.009419784716501145,0.01175428233904312,-0.007138423339540623,0.006564551422319376,0.3911914402098248
2014-08-26,209294,114924,35623,67113,155135,073732,COCOA - ICE FUTURES U.S. ,3220.0,0.4205662847477711,-88022,0.18375439749027672,79301,-0.47557161423001676,0.005984305820524819,0.012109175207742432,0.006564551422319376,-0.02018633540372672,0.3927000947826039
2014-09-02,213642,117703,35678,66980,156919,073732,COCOA - ICE FUTURES U.S. ,3155.0,0.42097995712453545,-89939,-0.9159364339159268,82025,1.3015184381778742,0.008561896212131362,0.018476864800724992,-0.02018633540372672,-0.026624405705229837,0.3940210406401491
2014-09-09,208885,112961,31307,68219,156459,073732,COCOA - ICE FUTURES U.S. ,3071.0,0.42243339636642174,-88240,0.7952556145327229,81654,-0.17365499293210135,0.0075619330775598854,0.06316716111681038,-0.026624405705229837,-0.0003256268316509381,0.3950639190325491
2014-09-16,200772,104845,27096,67749,151305,073732,COCOA - ICE FUTURES U.S. ,3070.0,0.4161735700197239,-83556,2.2423821720085213,77749,-1.8694496972018095,0.02567403471290184,0.09342812317626818,-0.0003256268316509381,0.07394136807817597,0.396094403297945
2014-09-23,209913,104688,23905,72313,160115,073732,COCOA - ICE FUTURES U.S. ,3297.0,0.41827804852486505,-87802,-2.1148367302213456,80783,1.5111668957822804,0.057540399607620425,0.02603563179955363,0.07394136807817597,0.0009099181073703999,0.39712837461901024
2014-09-30,216801,110225,26800,72182,162154,073732,COCOA - ICE FUTURES U.S. ,3300.0,0.4149980858021873,-89972,-1.0337616059986756,83425,1.2586166649993091,0.009260207565205517,0.06153621601897464,0.0009099181073703999,-0.07545454545454544,0.3981683478941054
2014-10-07,203687,96663,26267,73846,149119,073732,COCOA - ICE FUTURES U.S. ,3051.0,0.3695523032888697,-75273,6.779950276982118,70396,-6.009658627035853,0.06592514520216178,0.11465874888147726,-0.07545454545454544,0.01671583087512296,0.3983225129179434
2014-10-14,200006,90539,26115,75352,145555,073732,COCOA - ICE FUTURES U.S. ,3102.0,0.351004469865904,-70203,2.4891131981913426,64424,-2.931949510768974,0.02295083451407153,0.05380012687091741,0.01671583087512296,0.0025789813023855412,0.3980094176599626
2014-10-21,196589,86010,25464,75872,142212,073732,COCOA - ICE FUTURES U.S. ,3110.0,0.33745530014395514,-66340,1.931442056738298,60546,-1.9389418317450478,0.01771335815557308,0.04646823474532178,0.0025789813023855412,-0.06012861736334407,0.3975972615038232
2014-10-28,193167,77818,24350,79639,136462,073732,COCOA - ICE FUTURES U.S. ,2923.0,0.29416515243286895,-56823,4.841064352532441,53468,-3.600404905666136,0.04403959259790561,0.09108527131782945,-0.06012861736334407,-0.01436879917892575,0.3962893274212531
2014-11-04,186064,72871,21700,78554,131626,073732,COCOA - ICE FUTURES U.S. ,2881.0,0.2852351878923381,-53072,1.941843068433014,51171,-1.1891265071156045,0.028171091445427728,0.08033117974854871,-0.01436879917892575,0.013536966331135103,0.3937853560000819
2014-11-11,174426,67563,23695,78156,124881,073732,COCOA - ICE FUTURES U.S. ,2920.0,0.26787864194558153,-46725,3.411191847966291,43868,-3.924993550606243,0.03518077985785842,0.08002586074645511,0.013536966331135103,-0.025684931506849362,0.3909419128562535
2014-11-18,172714,65554,21472,76860,121419,073732,COCOA - ICE FUTURES U.S. ,2845.0,0.2579929826186644,-44559,1.2417873482164357,44082,0.12268813135656381,0.02399648979468325,0.048629145312895,-0.025684931506849362,0.006326889279437697,0.3881222477851455
2014-11-25,175856,71472,21388,72664,124082,073732,COCOA - ICE FUTURES U.S. ,2863.0,0.29238695296151396,-51418,-3.971305163449402,50084,3.475109139965492,0.0348622081262135,0.06463493430971355,0.006326889279437697,0.011526370939573871,0.3859978238522977
2014-12-02,180195,71541,23051,74400,124340,073732,COCOA - ICE FUTURES U.S. ,2896.0,0.27714420488914787,-49940,0.8404603766718224,48490,-0.9064234373578383,0.010033209218073866,0.01831021650879567,0.011526370939573871,0.03107734806629825,0.38352119140202307
2014-12-09,186988,71810,24949,81121,132103,073732,COCOA - ICE FUTURES U.S. ,2986.0,0.2726485122039917,-50982,-0.5782624379144815,46861,-0.9040206443020062,0.06792856338873672,0.022395849481701962,0.03107734806629825,-0.024112525117213623,0.38038242936352556
2014-12-16,184338,70603,20877,80379,135047,073732,COCOA - ICE FUTURES U.S. ,2914.0,0.296563920624071,-54668,-1.971249491946007,49726,1.532183883457762,0.0171102838097537,0.05770660253607346,-0.024112525117213623,0.017844886753603184,0.37750901031969497
2014-12-23,190360,78561,20640,79649,143412,073732,COCOA - ICE FUTURES U.S. ,2966.0,0.33496007564614416,-63763,-4.9338714752248585,57921,4.445637904284521,0.04077360004662402,0.0826100543341297,0.017844886753603184,0.0020229265003370855,0.37531152843905047
2014-12-30,194115,81820,22768,79670,144689,073732,COCOA - ICE FUTURES U.S. ,2972.0,0.3349509311490611,-65019,-0.6598024795125027,59052,0.5941374238285354,0.005785370767386198,0.05150686503231728,0.0020229265003370855,-0.02355316285329745,0.37323717032506853
2015-01-06,197299,82495,20101,81241,147690,073732,COCOA - ICE FUTURES U.S.,2902.0,0.3367933947967298,-66449,-0.7366767122581974,62394,1.7216598408160113,0.019971082990071245,0.03257436937112558,-0.02355316285329745,0.03066850447966929,0.37152809489744976
2015-01-13,209171,89168,22655,79662,153876,073732,COCOA - ICE FUTURES U.S.,2991.0,0.35480061767644655,-74214,-3.93565096629988,66513,2.087694311679228,0.033249406948762085,0.08251433068331201,0.03066850447966929,-0.0220661985957874,0.37040369243442645
2015-01-20,207704,89012,20802,78158,151659,073732,COCOA - ICE FUTURES U.S.,2925.0,0.35387378192042523,-73501,0.3408694321870622,68210,0.8112979332699083,0.01619114338800002,0.018294570819749757,-0.0220661985957874,-0.06222222222222218,0.3694098580055916
2015-01-27,189249,68778,16204,88032,140458,073732,COCOA - ICE FUTURES U.S.,2743.0,0.27702127884427397,-52426,10.146651003350922,52574,-7.528020644763703,0.09223598406932469,0.2922030547645384,-0.06222222222222218,-0.018957345971563955,0.3665481539955132
2015-02-03,195184,65457,23317,93762,135168,073732,COCOA - ICE FUTURES U.S.,2691.0,0.21213829002377244,-41406,5.823016237866514,42140,-5.513371272767623,0.048136985104617135,0.1175344132290986,-0.018957345971563955,0.06391675956893339,0.36248969322908514
2015-02-10,184374,59433,20261,89746,130101,073732,COCOA - ICE FUTURES U.S.,2863.0,0.21887576339397094,-40355,0.5384662677268628,39172,-1.5206164439708172,0.04131509640795644,0.11393580445202901,0.06391675956893339,0.04435906391896616,0.3584454674351019
2015-02-17,185820,61745,14977,87988,136555,073732,COCOA - ICE FUTURES U.S.,2990.0,0.26136583790765255,-48567,-4.453990258930219,46768,4.119886751928146,0.036572059694579655,0.09900680378509423,0.04435906391896616,0.03076923076923066,0.35494630338676725
2015-02-24,200520,75094,17962,90048,152394,073732,COCOA - ICE FUTURES U.S.,3082.0,0.3109216038300419,-62346,-7.415240555376171,57132,5.577440533849963,0.07382796710140982,0.17552871389270977,0.03076923076923066,0.005840363400389403,0.3524875052727898
2015-03-03,215131,83535,24667,92751,157323,073732,COCOA - ICE FUTURES U.S.,3100.0,0.3001520004090531,-64572,-1.1101137043686415,58868,0.8657490524635946,0.03051896638594976,0.13997892830077077,0.005840363400389403,-0.03903225806451616,0.34982647933597905
2015-03-10,212400,83396,22304,89825,155139,073732,COCOA - ICE FUTURES U.S.,2979.0,0.30750470809792846,-65314,-0.3449061269645007,61092,1.0337887147830858,0.02086020803056776,0.023670766319772944,-0.03903225806451616,-0.06411547499160797,0.34766521183559784
2015-03-17,208504,72711,22300,100541,151487,073732,COCOA - ICE FUTURES U.S.,2788.0,0.2443406361508652,-50946,6.764595103578154,50411,-5.028719397363465,0.057009538622692715,0.11250276283798719,-0.06411547499160797,-0.0017934002869440802,0.3445473965146383
2015-03-24,209278,65616,28987,106629,145559,073732,COCOA - ICE FUTURES U.S.,2783.0,0.18602050860577796,-38930,5.762958984000307,36629,-6.6099451329470895,0.04764699351277618,0.1456824836421678,-0.0017934002869440802,-0.030183255479698134,0.3408102116808731
2015-03-31,216001,64335,32494,112594,147485,073732,COCOA - ICE FUTURES U.S.,2699.0,0.1615316595756501,-34891,1.929968749701354,31841,-2.287865900859144,0.03034078107036708,0.049447995951626064,-0.030183255479698134,0.031863653204890596,0.3365585673681292
2015-04-07,214176,59880,33898,114987,143424,073732,COCOA - ICE FUTURES U.S.,2785.0,0.1327739802779023,-28437,2.9879491298651395,25982,-2.7124874421877676,0.02497571697799242,0.06247734010108981,0.031863653204890596,0.022621184919209947,0.33156235208111223
2015-04-14,202022,64518,34936,105885,139279,073732,COCOA - ICE FUTURES U.S.,2848.0,0.16529882884042332,-33394,-2.3144516659196173,29582,1.6808606006275213,0.05403321858021569,0.05707161099603837,0.022621184919209947,-0.026334269662921295,0.3271887357845102
2015-04-21,186384,60740,25916,97520,133847,073732,COCOA - ICE FUTURES U.S.,2773.0,0.1949040690187999,-36327,-1.4518220787834988,34824,2.5947669065745314,0.059632531864959135,0.14768740768094535,-0.026334269662921295,0.05445366029570864,0.32337397845083843
2015-04-28,193087,63985,26696,96355,138019,073732,COCOA - ICE FUTURES U.S.,2924.0,0.21577837969412753,-41664,-2.863443214009786,37289,1.3225384153146194,0.02277129715753454,0.04438636539076543,0.05445366029570864,0.004103967168262557,0.3206802538220875
2015-05-05,195453,63716,27993,97999,139086,073732,COCOA - ICE FUTURES U.S.,2936.0,0.21021422029848608,-41087,0.2988290252580443,35723,-0.8110333683779851,0.011434717506379569,0.017075750471600388,0.004103967168262557,0.0156675749318802,0.31819889057472306
2015-05-12,200173,69152,26919,96667,145383,073732,COCOA - ICE FUTURES U.S.,2982.0,0.2433694853951332,-48716,-3.903240165154794,42233,3.330724010375896,0.031518281346829165,0.06776238407011481,0.0156675749318802,0.05466130114017442,0.31672464962063895
2015-05-19,214859,83768,30628,95407,155721,073732,COCOA - ICE FUTURES U.S.,3145.0,0.28071432893199727,-60314,-5.7939882002068215,53140,5.448786799418503,0.0461836195087764,0.16018916745340747,0.05466130114017442,0.0015898251192367763,0.3159823545749883
2015-05-26,221934,88871,29749,94003,161406,073732,COCOA - ICE FUTURES U.S.,3150.0,0.303707408508836,-67403,-3.299373077227391,59122,2.7841514667758855,0.027755482383157993,0.05042994436014163,0.0015898251192367763,-0.01206349206349211,0.31539556920328765
2015-06-02,224336,90064,29518,94030,163696,073732,COCOA - ICE FUTURES U.S.,3112.0,0.3105431139005777,-69666,-1.0196725152522823,60546,0.6416321969594564,0.008990167852680754,0.011908146711043469,-0.01206349206349211,-0.0016066838046272514,0.31459946603280664
2015-06-09,210891,90298,25613,88582,161060,073732,COCOA - ICE FUTURES U.S.,3107.0,0.3436751686890384,-72478,-1.2534769274659439,64685,1.8450003566079454,0.03238237155606829,0.03570843146897188,-0.0016066838046272514,0.04087544254908271,0.3142096728716527
2015-06-16,209843,94536,29314,85134,159775,073732,COCOA - ICE FUTURES U.S.,3234.0,0.35569926087598824,-74641,-1.0256483206964735,65222,0.25463391040869454,0.01932554540666125,0.06410173597093258,0.04087544254908271,0.008658008658008587,0.3135569808244689
2015-06-23,215213,98167,30783,84887,162609,073732,COCOA - ICE FUTURES U.S.,3262.0,0.3611398939655132,-77722,-1.4682405417383473,67384,1.030294077000424,0.012448686039370334,0.039550213260953856,0.008658008658008587,0.003985285101165026,0.3130439899998457
2015-06-30,219185,97996,27933,85190,165970,073732,COCOA - ICE FUTURES U.S.,3275.0,0.3685471177315966,-80780,-1.4209178813547507,70063,1.2448132780082988,0.014588310240484154,0.023989708486528122,0.003985285101165026,-0.005496183206106897,0.3127964113186349
2015-07-07,217524,98269,25281,84695,166277,073732,COCOA - ICE FUTURES U.S.,3257.0,0.37504827053566503,-81582,-0.3659009512512261,72988,1.3344891301868285,0.0031955756020591937,0.02367462565762849,-0.005496183206106897,0.036843721215842784,0.31265455585680785
2015-07-14,224273,100670,28356,81339,164622,073732,COCOA - ICE FUTURES U.S.,3377.0,0.37134652856117323,-83283,-0.781982677773487,72314,-0.3098508670307644,0.02037314858859738,0.04244105839133198,0.036843721215842784,-0.01214095350903166,0.31253343614221196
2015-07-21,226233,101672,28119,80456,163291,073732,COCOA - ICE FUTURES U.S.,3336.0,0.36614905871380393,-82835,0.19975654670869877,73553,0.5524516994912451,0.009083188716168814,0.009546116448752225,-0.01214095350903166,-0.03956834532374098,0.3123258314757601
2015-07-28,214402,94117,22223,77821,155348,073732,COCOA - ICE FUTURES U.S.,3204.0,0.36159644033171334,-77527,2.3462536411575674,71894,-0.7333147684024877,0.045366236506568194,0.1156180161595324,-0.03956834532374098,-0.01217228464419473,0.3121741054966154
2015-08-04,210376,91296,22725,75312,149069,073732,COCOA - ICE FUTURES U.S.,3165.0,0.35059607559797695,-73757,1.758379119597765,68571,-1.5498922584677381,0.03916552649288487,0.02914375422071373,-0.01217228464419473,-0.026224328593996815,0.31086721741030854
2015-08-11,181077,72531,23192,78910,133435,073732,COCOA - ICE FUTURES U.S.,3082.0,0.3011149952782518,-54525,9.141727193215957,49339,-9.141727193215957,0.09056959193764864,0.20091305119981615,-0.026224328593996815,0.0009733939000649006,0.30853440195293474
2015-08-18,175480,68450,23717,79044,129397,073732,COCOA - ICE FUTURES U.S.,3085.0,0.28694438112605425,-50353,2.3039922243023687,44733,-2.5436692677700647,0.020015256115639438,0.049974502804691484,0.0009733939000649006,0.009076175040518608,0.30595902049525503
2015-08-25,172690,65393,22665,78607,126404,073732,COCOA - ICE FUTURES U.S.,3113.0,0.2767791997220453,-47797,1.4565762480054707,42728,-1.1425803510371553,0.016730809566315955,0.046662427036725795,0.009076175040518608,0.010279473176999732,0.3031938842447603
2015-09-01,176190,66592,20932,78885,129509,073732,COCOA - ICE FUTURES U.S.,3145.0,0.28732618196265397,-50624,-1.6370374659795006,45660,1.6978400602235217,0.016233672754493892,0.03349938302636991,0.010279473176999732,0.025119236883942797,0.3006236193378011
2015-09-08,184226,71912,21832,77644,134058,073732,COCOA - ICE FUTURES U.S.,3224.0,0.3062217059481289,-56414,-3.2862250979056697,50080,2.5086554287984564,0.02734976523603934,0.06635091312510667,0.025119236883942797,-0.0018610421836228186,0.29838877913744927
2015-09-15,193821,74928,22691,80343,139702,073732,COCOA - ICE FUTURES U.S.,3218.0,0.3062568039582914,-59359,-1.5985800049938663,52237,1.170844506204336,0.037914971937558224,0.03969514131470308,-0.0018610421836228186,0.029210689869484163,0.2962749951747294
2015-09-22,213628,77935,24700,88973,149732,073732,COCOA - ICE FUTURES U.S.,3312.0,0.2844149643305185,-60759,-0.7223159513159049,53235,0.514908085295195,0.07817180201503948,0.04887221707994349,0.029210689869484163,-0.03925120772946855,0.29370070509406887
2015-09-29,219477,76691,21206,91791,153385,073732,COCOA - ICE FUTURES U.S.,3182.0,0.2806398848170879,-61594,-0.39086636583219425,55485,1.05323272230232,0.026393284823963192,0.04839780585717642,-0.03925120772946855,-0.028284098051539863,0.29111689353666315
2015-10-06,213077,66572,17453,95852,151617,073732,COCOA - ICE FUTURES U.S.,3092.0,0.26171290190869967,-55765,2.6558591560846923,49119,-2.9005317185855466,0.02355446540778845,0.1650937221065159,-0.028284098051539863,0.010672703751616996,0.2890430588947368
2015-10-13,213757,62926,20737,98821,147664,073732,COCOA - ICE FUTURES U.S.,3125.0,0.2284977801896546,-48843,3.24859088498524,42189,-3.2523453962652003,0.028082844797857883,0.08283231536043412,0.010672703751616996,0.024639999999999995,0.2866871610163474
2015-10-20,219306,63838,21307,100289,149847,073732,COCOA - ICE FUTURES U.S.,3202.0,0.22597648947133228,-49558,-0.3344919698536188,42531,0.15999476040550717,0.014596059743499536,0.01740560220799812,0.024639999999999995,-0.0015615240474703418,0.28454333773418156
2015-10-27,220893,63502,21178,102757,151445,073732,COCOA - ICE FUTURES U.S.,3197.0,0.22041440878615437,-48688,0.3967059724768132,42324,-0.09438866241689693,0.015995153460633668,0.005491261218705716,-0.0015615240474703418,0.03127932436659364,0.283125054202514
2015-11-03,224684,72854,24469,97470,154116,073732,COCOA - ICE FUTURES U.S.,3297.0,0.25211408021933024,-56646,-3.602649246467747,48385,2.7438624130235003,0.031631330837169,0.12990762717959783,0.03127932436659364,-0.008795875037913237,0.28248810982418693
2015-11-10,225919,82989,28566,91925,154038,073732,COCOA - ICE FUTURES U.S.,3268.0,0.27493482177240514,-62113,-2.433195065069164,54423,2.687329760908654,0.02286116204469778,0.12757832459324997,-0.008795875037913237,0.026315789473684292,0.2826238055900874
2015-11-17,233700,99828,32089,81968,157116,073732,COCOA - ICE FUTURES U.S.,3354.0,0.32155755241762946,-75148,-5.769767040399435,67739,5.894147902566849,0.05452058690669388,0.15435463207926195,0.026315789473684292,-0.007453786523553996,0.2838462011631444
2015-11-24,241947,106032,37554,84054,159526,073732,COCOA - ICE FUTURES U.S.,3329.0,0.31193608517567895,-75472,-0.1386392811296534,68478,0.3162173727000428,0.018458001477953855,0.08126836878247183,-0.007453786523553996,-0.00030039050765995334,0.2842221460134168
2015-12-01,246943,108179,40439,84864,160659,073732,COCOA - ICE FUTURES U.S.,3328.0,0.30693317891173266,-75795,-0.133500312051813,67740,-0.30502548078711456,0.007913718877661156,0.03385861739493198,-0.00030039050765995334,-0.005709134615384581,0.28479501089846654
2015-12-08,242561,108156,37090,83716,160981,073732,COCOA - ICE FUTURES U.S.,3309.0,0.31853842950845357,-77265,-0.5952790724985119,71066,1.3468695204966328,0.006007429596603146,0.023215785632650813,-0.005709134615384581,0.005741915986702928,0.2856775093081677
2015-12-15,237262,107593,35530,78792,156711,073732,COCOA - ICE FUTURES U.S.,3328.0,0.32840910048806804,-77919,-0.2696228989821117,72063,0.4110306273473477,0.03903984237992722,0.014833395051808584,0.005741915986702928,-0.039362980769230727,0.28628991661324454
2015-12-22,224794,90793,25983,81959,152040,073732,COCOA - ICE FUTURES U.S.,3197.0,0.31175654154470317,-70081,3.3035210020989454,64810,-3.0569581306741074,0.03349586964046855,0.22561999040898814,-0.039362980769230727,0.0043791054113231365,0.28584369480360144
2015-12-29,221804,86942,23737,82290,151778,073732,COCOA - ICE FUTURES U.S.,3211.0,0.3132856035057979,-69488,0.2637970764344244,63205,-0.7139870281235264,0.0025334518174205786,0.05508723425401386,0.0043791054113231365,-0.047337278106508895,0.2854270538873849
2016-01-05,222486,80880,21529,84553,149094,073732,COCOA - ICE FUTURES U.S.,3059.0,0.29009016297654683,-64541,2.230347514021388,59351,-1.7375701069412637,0.021172966055630932,0.08075462117587322,-0.047337278106508895,-0.06505393919581559,0.28452891481391984
2016-01-12,219892,76365,32917,89090,135783,073732,COCOA - ICE FUTURES U.S.,2860.0,0.21234515125607117,-46693,8.022077793658926,43448,-7.147865483670883,0.0793692439732649,0.14552259292472686,-0.06505393919581559,0.025874125874125964,0.2817893866135279
2016-01-19,226605,72311,34657,97254,137096,073732,COCOA - ICE FUTURES U.S.,2934.0,0.1758213631649787,-39842,3.1156203954668658,37654,-2.6349298746657452,0.040439513548111795,0.054165731807643405,0.025874125874125964,-0.03578732106339466,0.2783653016374617
2016-01-26,236396,76882,38196,106355,146695,073732,COCOA - ICE FUTURES U.S.,2829.0,0.1706458654122743,-40340,-0.2197656715429933,38686,0.4554180181372874,0.07389843904366726,0.07047393941500547,-0.03578732106339466,-0.02403676210675154,0.2763196206099232
2016-02-02,239603,76448,40366,104388,142417,073732,COCOA - ICE FUTURES U.S.,2761.0,0.15871671055871586,-38029,0.9775969136533613,36082,-1.1015414812433375,0.025303377160106156,0.02229184857979352,-0.02403676210675154,0.02752625860195579,0.2752922825432875
2016-02-09,225354,70205,38751,106459,139412,073732,COCOA - ICE FUTURES U.S.,2837.0,0.14622771284290495,-32953,2.1185043592943327,31454,-1.9315284032336824,0.0206449723635565,0.07212085612540842,0.02752625860195579,-0.015509340853013698,0.2738952046480747
2016-02-16,227359,66657,37137,109931,140548,073732,COCOA - ICE FUTURES U.S.,2793.0,0.1346636816664394,-30617,1.0365913185477071,29520,-0.8582053125305076,0.018396751823506162,0.04973312522881862,-0.015509340853013698,0.02828499820981034,0.2714586247203591
2016-02-23,236692,67297,34299,114570,149621,073732,COCOA - ICE FUTURES U.S.,2872.0,0.14808696533892146,-35051,-1.9502196966031695,32998,1.5297393109575605,0.05190184374183829,0.03423363124532462,0.02828499820981034,0.017757660167130984,0.26832718936476063
2016-03-01,238761,67177,32481,110231,148350,073732,COCOA - ICE FUTURES U.S.,2923.0,0.15965337722659897,-38119,-1.296199280077062,34696,0.7173879979044496,0.02169532950990212,0.01944650705412511,0.017757660167130984,0.010605542251111766,0.26562529276509805
2016-03-08,236257,63713,27322,108505,149328,073732,COCOA - ICE FUTURES U.S.,2954.0,0.17279064747287912,-40823,-1.13251326640448,36391,0.7099149358563585,0.010487408516365244,0.09472181029274455,0.010605542251111766,0.015233581584292555,0.2630346377530779
2016-03-15,235299,65164,25568,105781,150567,073732,COCOA - ICE FUTURES U.S.,2999.0,0.19033655051657677,-44786,-1.6774106164050167,39596,1.3565735618415538,0.015459453555323233,0.03532381078340607,0.015233581584292555,0.01200400133377788,0.26199609764472614
2016-03-22,242761,66628,25465,108063,154919,073732,COCOA - ICE FUTURES U.S.,3035.0,0.1930128809817063,-46856,-0.8797317455662794,41163,0.6659611813054879,0.025226061099238733,0.017015408337224328,0.01200400133377788,-0.021416803953871466,0.26213056634426324
2016-03-29,238510,66391,25586,109238,153773,073732,COCOA - ICE FUTURES U.S.,2970.0,0.18672173074504214,-44535,0.9560843792866234,40805,-0.14747014553408497,0.008824725962032006,0.0038922774171803822,-0.021416803953871466,-0.029629629629629672,0.2626149907898285
2016-04-05,234720,70617,31162,105707,146915,073732,COCOA - ICE FUTURES U.S.,2882.0,0.17556237218813905,-41208,1.3949100666638716,39455,-0.5660140036057189,0.04112468431094679,0.09630670374045726,-0.029629629629629672,0.017349063150589927,0.26343784448040997
2016-04-12,225819,71945,34313,98692,139381,073732,COCOA - ICE FUTURES U.S.,2932.0,0.18018412976764578,-40689,0.22111451942740284,37632,-0.7766700749829585,0.06111150781482991,0.042152120310941295,0.017349063150589927,0.03785811732605726,0.2637241002674719
2016-04-19,232194,76771,33802,98390,146442,073732,COCOA - ICE FUTURES U.S.,3043.0,0.2069476386125395,-48052,-3.260575947993747,42969,2.3633972340679925,0.030073683178669455,0.04826675589881797,0.03785811732605726,0.04534998356884645,0.2639557073750438
2016-04-26,239023,82333,29827,97165,155401,073732,COCOA - ICE FUTURES U.S.,3181.0,0.24364182526367756,-58236,-4.385987579351749,52506,4.107341274968346,0.04032213362051899,0.08503031383737518,0.04534998356884645,-0.0009430996541968106,0.26449154286676596
2016-05-03,250904,90394,30626,95842,161628,073732,COCOA - ICE FUTURES U.S.,3178.0,0.26219589962694895,-65786,-3.1586918413709144,59768,3.038201344640474,0.02932380471511244,0.0732110394976037,-0.0009430996541968106,-0.03052234109502827,0.26549119054615944
