,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,SI_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2014-06-24,158093,54160,24830,58728,101625,084691,SILVER - COMMODITY EXCHANGE INC. ,21.038000106811523,0.27134028704623225,-42897,-12.18828990861365,29330,9.717698813921835,0.12509276408922815,0.20246866691986326,0.06678157246531846,0.0013784261082825378,0.16056925870525804
2014-07-01,156698,60392,20093,52495,104450,084691,SILVER - COMMODITY EXCHANGE INC. ,21.066999435424805,0.3315613473050071,-51955,-5.729538942268158,40299,6.938321114786866,0.057714485966421356,0.13628626452133938,0.0013784261082825378,-0.0047467785707332455,0.16584805883811707
2014-07-08,162879,67029,19148,51053,109071,084691,SILVER - COMMODITY EXCHANGE INC. ,20.96699905395508,0.3562030709913494,-58018,-3.8692261547690463,47881,4.83860674673576,0.0378644050860583,0.08798171205774162,-0.0047467785707332455,-0.005961749684746609,0.17170706182468468
2014-07-15,162447,65907,16629,49410,108106,084691,SILVER - COMMODITY EXCHANGE INC. ,20.84199905395508,0.36132400105880685,-58696,-0.4162599230103328,49278,0.8576919062617036,0.016557048172884024,0.044114083551419984,-0.005961749684746609,0.005901597937625347,0.1770239860143238
2014-07-22,162485,64277,16752,49553,107900,084691,SILVER - COMMODITY EXCHANGE INC. ,20.96500015258789,0.35909160845616517,-58347,0.21483930143369837,47525,-1.079121190295912,0.002216534457901723,0.021634229720223625,0.005901597937625347,-0.01998572013168487,0.18245343658996863
2014-07-29,158558,59030,14918,51091,107674,084691,SILVER - COMMODITY EXCHANGE INC. ,20.54599952697754,0.35685995030209766,-56583,1.0856386743391697,44112,-2.1005015847616706,0.011110761187919252,0.09575647752474711,-0.01998572013168487,-0.036600745579682736,0.18811347193542755
2014-08-05,157578,54165,19802,52922,101125,084691,SILVER - COMMODITY EXCHANGE INC. ,19.79400062561035,0.3058993006637982,-48203,5.28513225444317,34363,-6.148538705079529,0.05439898212883081,0.1318020198196493,-0.036600745579682736,0.0038395580085368586,0.19249617030865596
2014-08-12,158219,53942,24245,57024,100750,084691,SILVER - COMMODITY EXCHANGE INC. ,19.8700008392334,0.2763637742622567,-43726,2.841132645420046,29697,-2.9610732462653417,0.028376031538783323,0.05967743998362899,0.0038395580085368586,-0.024308086994676237,0.19492736636596686
2014-08-19,164893,53677,29526,60527,97910,084691,SILVER - COMMODITY EXCHANGE INC. ,19.386999130249023,0.22671065478825664,-37383,4.00900018329025,24151,-3.505268014587376,0.0400348403466362,0.06665625037558742,-0.024308086994676237,-0.0008767881455724602,0.1958725499275626
2014-08-26,164262,55545,33021,60343,97662,084691,SILVER - COMMODITY EXCHANGE INC. ,19.3700008392334,0.2271919250952746,-37319,0.03881304846172973,22524,-0.9867004663630354,0.0027340906933324893,0.0605537113565025,-0.0008767881455724602,-0.01543632838259712,0.19640808541105736
2014-09-02,162307,59472,39917,57555,89850,084691,SILVER - COMMODITY EXCHANGE INC. ,19.07099914550781,0.19897478235689156,-32295,3.0585284484542985,19555,-1.8074782968672,0.07191072216003527,0.10889535059211784,-0.01543632838259712,-0.011902852131917774,0.19568425254249264
2014-09-09,165281,58910,42373,59823,89776,084691,SILVER - COMMODITY EXCHANGE INC. ,18.8439998626709,0.1812247021738736,-29953,1.4429445433653507,16537,-1.8594392108781506,0.01565518486086137,0.029797695565889636,-0.011902852131917774,-0.009976635890038166,0.19514457707607227
2014-09-16,171260,58536,47624,64619,88178,084691,SILVER - COMMODITY EXCHANGE INC. ,18.6560001373291,0.13756277005722295,-23559,3.8685632347335748,10912,-3.4032949945849795,0.04184637132928003,0.052986058779201206,-0.009976635890038166,-0.0505467831537032,0.19399458285148416
2014-09-23,170393,55602,46780,67047,83814,084691,SILVER - COMMODITY EXCHANGE INC. ,17.71299934387207,0.09840192965673472,-16767,3.965899801471447,8822,-1.2203666939156839,0.04502157615288246,0.0369010177570276,-0.0505467831537032,-0.03991412246722814,0.19252744580141357
2014-09-30,173222,58730,52104,68945,84406,084691,SILVER - COMMODITY EXCHANGE INC. ,17.006000518798828,0.08925540635716017,-15461,0.7664634110556184,6626,-1.2887853374258331,0.01623725962008725,0.07625818792067417,-0.03991412246722814,0.010878481729897693,0.1914661997310379
2014-10-07,171283,58526,49584,67816,84056,084691,SILVER - COMMODITY EXCHANGE INC. ,17.19099998474121,0.09481384609097225,-16240,-0.44971193035526663,8942,1.337012619644156,0.00973846396965866,0.025196559060216447,0.010878481729897693,0.009423573746246472,0.18976698837237632
2014-10-14,169329,58188,50451,66900,83160,084691,SILVER - COMMODITY EXCHANGE INC. ,17.35300064086914,0.09602607940754389,-16260,-0.011676582030907913,7737,-0.7035140673622017,0.01207516993202719,0.011091781036276107,0.009423573746246472,0.00870161145838022,0.18842420924178516
2014-10-21,170192,57236,50405,70098,84689,084691,SILVER - COMMODITY EXCHANGE INC. ,17.503999710083008,0.08573258437529378,-14591,0.9856551447182704,6831,-0.5350530623815176,0.03053874033349054,0.009271560093273009,0.00870161145838022,-0.018224420099645422,0.1859745143332115
2014-10-28,173733,57469,51537,71215,85370,084691,SILVER - COMMODITY EXCHANGE INC. ,17.184999465942383,0.08147559761242827,-14155,0.25618125411300174,5932,-0.5282269436871299,0.011482581345595044,0.012522246481845037,-0.018224420099645422,-0.07320334357060332,0.18327951659797628
2014-11-04,176463,58088,51146,73977,86385,084691,SILVER - COMMODITY EXCHANGE INC. ,15.927000045776367,0.07031502354601248,-12408,1.0055660122141448,6942,0.5813518444970156,0.023552961424776444,0.009246205393924968,-0.07320334357060332,-0.01651287044172489,0.18044695717877984
2014-11-11,170684,57465,47033,69712,87324,084691,SILVER - COMMODITY EXCHANGE INC. ,15.663999557495115,0.10318483279041972,-17612,-2.9490601429194787,10432,1.9777517099901962,0.033138898087062836,0.04532144155869012,-0.01651287044172489,0.032303404819538084,0.17907151962843748
2014-11-18,173075,56831,45077,74136,92503,084691,SILVER - COMMODITY EXCHANGE INC. ,16.170000076293945,0.10612162357359527,-18367,-0.44233788755829484,11754,0.7745307117245904,0.05762756617598521,0.02541508026847745,0.032303404819538084,0.023747728904541354,0.17869283608688968
2014-11-25,156984,52883,37427,65268,87311,084691,SILVER - COMMODITY EXCHANGE INC. ,16.554000854492188,0.14041558375375834,-22043,-2.123934710385671,15456,2.1389570995233282,0.09214898511590718,0.12842431624404826,0.023747728904541354,-0.008819614649690388,0.17902288903679756
2014-12-02,148422,50686,29095,62023,88609,084691,SILVER - COMMODITY EXCHANGE INC. ,16.408000946044922,0.17912438856773255,-26586,-2.8939254955919074,21591,3.9080415838556792,0.03015959424292315,0.13197377821787143,-0.008819614649690388,0.041016479128552774,0.18071006447454785
2014-12-09,148195,52129,23670,59448,94805,084691,SILVER - COMMODITY EXCHANGE INC. ,17.08099937438965,0.23858429771584735,-35357,-5.909501286871219,28459,4.627346350271523,0.05686113073975871,0.09060805551524427,0.041016479128552774,-0.07997185597055079,0.18276487082963624
2014-12-16,150199,52921,26432,62195,96192,084691,SILVER - COMMODITY EXCHANGE INC. ,15.71500015258789,0.22634638046857836,-33997,0.9177097742838827,26489,-1.3293295995141536,0.026100626945393245,0.044787216614368706,-0.07997185597055079,0.0009544632200317871,0.18434139554529105
2014-12-23,149149,52057,25744,62444,96176,084691,SILVER - COMMODITY EXCHANGE INC. ,15.729999542236328,0.22616309864632012,-33732,0.17643259941810532,26313,-0.11717787734938315,0.0016706594376497289,0.019948329712985696,0.0009544632200317871,0.03242213882539824,0.18583352314225784
2014-12-30,149594,54126,24104,60612,99248,084691,SILVER - COMMODITY EXCHANGE INC. ,16.239999771118164,0.2582723906039012,-38636,-3.2879871806046306,30022,2.4867749699964468,0.03067684223695734,0.04741147897226128,0.03242213882539824,0.022352270619889536,0.187204265799835
2015-01-06,152879,54911,22872,62455,102064,084691,SILVER - COMMODITY EXCHANGE INC.,16.60300064086914,0.25908725200975935,-39609,-0.6504271561693651,32039,1.3483161089348503,0.02831891757183061,0.025931116053636398,0.022352270619889536,0.03144006137335986,0.18844745367551408
2015-01-13,157282,59808,19869,61363,108167,084691,SILVER - COMMODITY EXCHANGE INC.,17.125,0.29758014267366895,-46804,-4.706336383675979,39939,5.167485396947913,0.04244086592343538,0.09915031941463659,0.03144006137335986,0.048000029403797884,0.19066615958309677
2015-01-20,159904,62203,15929,60587,116228,084691,SILVER - COMMODITY EXCHANGE INC.,17.94700050354004,0.34796502901741044,-55641,-5.618570465787566,46274,4.027797205020282,0.04997879139213302,0.08108073516612911,0.048000029403797884,0.006742089849115729,0.19405527264501232
2015-01-27,162440,65722,12375,59964,121557,084691,SILVER - COMMODITY EXCHANGE INC.,18.06800079345703,0.37917384880571287,-61593,-3.7222333400040024,53347,4.423278967380428,0.032789594592361214,0.09056685916232378,0.006742089849115729,-0.042229380937239935,0.19854293466310066
2015-02-03,168486,64166,13593,65063,121262,084691,SILVER - COMMODITY EXCHANGE INC.,17.30500030517578,0.33355293614899756,-56199,3.3206106870229006,50573,-1.7077074612164491,0.02894941634241245,0.0356743270875397,-0.042229380937239935,-0.025888468438202805,0.20304262712844098
2015-02-10,168146,62034,15170,64438,117895,084691,SILVER - COMMODITY EXCHANGE INC.,16.85700035095215,0.317920140829993,-53457,1.6274349204088174,46864,-2.2013698467528457,0.021894007118842995,0.0480415522511787,-0.025888468438202805,-0.029364704806774222,0.2062434279471598
2015-02-17,175193,61145,19822,68694,116415,084691,SILVER - COMMODITY EXCHANGE INC.,16.36199951171875,0.27239102018916284,-47721,3.411321113793965,41323,-3.295350469235069,0.03098714811273358,0.06843528845085034,-0.029364704806774222,-0.011001119089806943,0.20718485916755386
2015-02-24,166676,57348,20009,67267,109414,084691,SILVER - COMMODITY EXCHANGE INC.,16.18199920654297,0.25286783940099355,-42147,3.1816339693937543,37339,-2.274063461439669,0.047701790232113246,0.05150148015047119,-0.011001119089806943,0.004696589874526591,0.20685237609414373
2015-03-03,164018,56342,25135,63453,103165,084691,SILVER - COMMODITY EXCHANGE INC.,16.257999420166016,0.24211976734260873,-39712,1.4609181885814395,31207,-3.6789939763373254,0.06039563552557347,0.07526050296402666,0.004696589874526591,-0.0396727473916203,0.20578191774212998
2015-03-10,169125,57966,31994,65853,99116,084691,SILVER - COMMODITY EXCHANGE INC.,15.61299991607666,0.1966770140428677,-33263,3.931885524759478,25972,-3.1917228596861325,0.039092193078699634,0.09429746554024011,-0.0396727473916203,-0.003266485729366053,0.20426696201598554
2015-03-17,178524,61649,37238,72202,102412,084691,SILVER - COMMODITY EXCHANGE INC.,15.562000274658203,0.16922094508301405,-30210,1.8051736881005174,24411,-0.9229859571322986,0.05523612081505492,0.09027475805717637,-0.003266485729366053,0.09002692741853435,0.2027460403572764
2015-03-24,172659,62332,30209,67276,106518,084691,SILVER - COMMODITY EXCHANGE INC.,16.96299934387207,0.2272803618693494,-39242,-5.059263740449463,32123,4.319867356769958,0.051969573172836805,0.08333603483861207,0.09002692741853435,-0.02251960055757596,0.20297938098318427
2015-03-31,170105,65426,22314,63225,113086,084691,SILVER - COMMODITY EXCHANGE INC.,16.58099937438965,0.29311895593897885,-49861,-6.1502730816233155,43112,6.36456831094817,0.06022880024502158,0.12524504217004787,-0.02251960055757596,0.0147157226799417,0.2049786283501545
2015-04-07,169700,63241,21160,64592,115030,084691,SILVER - COMMODITY EXCHANGE INC.,16.825000762939453,0.29721862109605185,-50438,-0.3392022574292349,42081,-0.6060962346785809,0.018433154067987217,0.039561142640490043,0.0147157226799417,-0.04005953421471542,0.20720529661643258
2015-04-14,177877,61417,26872,67026,110891,084691,SILVER - COMMODITY EXCHANGE INC.,16.150999069213867,0.24660298970637012,-43865,3.873305833824396,34545,-4.440777843252799,0.03694419307879517,0.08535604661962419,-0.04005953421471542,-0.009225327786815285,0.20921881801563555
2015-04-21,182633,60848,36523,73151,106987,084691,SILVER - COMMODITY EXCHANGE INC.,16.00200080871582,0.18526772270071673,-33836,5.638165698769374,24325,-5.7455432686631775,0.05567398327948573,0.10495938215690503,-0.009225327786815285,0.03655787119783316,0.21000437023538196
2015-04-28,179461,64340,41410,69451,103450,084691,SILVER - COMMODITY EXCHANGE INC.,16.586999893188477,0.1894506327280022,-33999,-0.08925002600844316,22930,-0.7638269097041608,0.04185632240415035,0.07923404255319148,0.03655787119783316,-0.0018086867329050182,0.21064007939225635
2015-05-05,175694,65383,37760,67908,105158,084691,SILVER - COMMODITY EXCHANGE INC.,16.55699920654297,0.21201634660261592,-37250,-1.811535653986103,27623,2.615052852708945,0.01878474108143714,0.0454999369806967,-0.0018086867329050182,-0.00283861689396947,0.21209965788798144
2015-05-12,174919,65302,35964,68337,106440,084691,SILVER - COMMODITY EXCHANGE INC.,16.510000228881836,0.2178322537860381,-38103,-0.48550320443498357,29338,0.9761289514724464,0.009789617627033306,0.018535342563150516,-0.00283861689396947,0.03270738950288221,0.21379590495595815
2015-05-19,174337,68171,16891,62550,125035,084691,SILVER - COMMODITY EXCHANGE INC.,17.049999237060547,0.35841502377579054,-62485,-13.939023205026327,51280,12.544091836793031,0.12997840978756298,0.2579530225012344,0.03270738950288221,-0.018533724274564234,0.21843493982018192
2015-05-26,173629,66592,15611,63321,124823,084691,SILVER - COMMODITY EXCHANGE INC.,16.733999252319336,0.3542150216841657,-61502,0.5638504735082053,50981,-0.171506909032506,0.005224721489922613,0.034779752563775045,-0.018533724274564234,0.002928271537886884,0.22349615561493583
2015-06-02,178343,63573,16728,67193,124762,084691,SILVER - COMMODITY EXCHANGE INC.,16.783000946044922,0.3227993248964075,-57569,2.2651745964095857,46845,-2.382090549389791,0.020489177150894742,0.05150620789280333,0.002928271537886884,-0.0496931740720612,0.22855282094907678
2015-06-09,189524,65881,43335,71347,107288,084691,SILVER - COMMODITY EXCHANGE INC.,15.949000358581545,0.18963825161984763,-35941,12.127193105420455,22546,-13.624868932338247,0.12107369776359617,0.26475058599472606,-0.0496931740720612,0.0005642876871014835,0.2304946422005765
2015-06-16,191774,67315,51643,74139,102994,084691,SILVER - COMMODITY EXCHANGE INC.,15.958000183105469,0.15046356648972228,-28855,3.738840463476921,15672,-3.6269812794157996,0.040003838923294927,0.08189445014206695,0.0005642876871014835,-0.01416216503071499,0.2307195431954188
2015-06-23,200273,74254,58697,73843,103320,084691,SILVER - COMMODITY EXCHANGE INC.,15.732000350952148,0.14718409371208302,-29477,-0.3243401086695798,15557,-0.05996641880546894,0.0035108911002861773,0.10524930237455905,-0.01416216503071499,-0.011505257150769,0.228331924092839
2015-06-30,196724,71886,62005,76246,97406,084691,SILVER - COMMODITY EXCHANGE INC.,15.550999641418455,0.10756186332120128,-21160,4.152831385159258,9881,-2.8341314106244972,0.04789463985442149,0.042392692563353776,-0.011505257150769,-0.03864702244302154,0.22402424170853502
2015-07-07,197092,70786,63993,78158,92477,084691,SILVER - COMMODITY EXCHANGE INC.,14.949999809265137,0.0726513506382806,-14319,3.4774608080356235,6793,-1.5697118806042984,0.04009142321329153,0.022911581181044523,-0.03864702244302154,0.023076941232801573,0.21857132400943755
2015-07-14,185716,66392,56839,75946,91535,084691,SILVER - COMMODITY EXCHANGE INC.,15.295000076293944,0.08393999440005169,-15589,-0.6443691271081525,9553,1.400361252612993,0.01883198691194822,0.09371018656019994,0.023076941232801573,-0.03439032496007899,0.21323701618907692
2015-07-21,190226,66576,62331,79791,90958,084691,SILVER - COMMODITY EXCHANGE INC.,14.769000053405762,0.05870385751684838,-11167,2.3810549441082083,4245,-2.858127463438799,0.025897662651025773,0.04403174381530871,-0.03439032496007899,-0.009343929025812825,0.2074603286710131
2015-07-28,190322,67125,60829,79630,91703,084691,SILVER - COMMODITY EXCHANGE INC.,14.630999565124512,0.0634346003089501,-12073,-0.47627558798481806,6296,1.0781912041466466,0.005287948031027298,0.016029197993028745,-0.009343929025812825,-0.005536147686226789,0.2018175334788372
2015-08-04,185848,66772,58367,76161,89917,084691,SILVER - COMMODITY EXCHANGE INC.,14.550000190734863,0.07401747664758297,-13756,-0.8842908334296613,8405,1.1081220247790586,0.03164175869169908,0.022494985576039444,-0.005536147686226789,0.05024054549907997,0.19735826763237155
2015-08-11,177902,65566,48729,68255,90482,084691,SILVER - COMMODITY EXCHANGE INC.,15.281000137329102,0.12493957347303572,-22227,-4.558025913649864,16837,4.537041022771296,0.05336499996850136,0.09487729122008837,0.05024054549907997,-0.032327755411029946,0.19444626377104035
2015-08-18,173545,59535,45501,71220,94613,084691,SILVER - COMMODITY EXCHANGE INC.,14.786999702453612,0.13479500993978508,-23393,-0.6554170273521377,14034,-1.5755865588919744,0.04279003575886585,0.08815072927377281,-0.032327755411029946,-0.01196997696206048,0.19267865521626204
2015-08-25,167243,58687,43129,71182,95152,084691,SILVER - COMMODITY EXCHANGE INC.,14.609999656677246,0.14332438427916266,-23970,-0.33247860785387073,15558,0.8781584027197556,0.003468923972248608,0.03162567769309342,-0.01196997696206048,0.00020535656878295505,0.19106581789287527
2015-09-01,157013,57866,40394,63067,85633,084691,SILVER - COMMODITY EXCHANGE INC.,14.61299991607666,0.14372058364594015,-22566,0.8394970193072356,17472,1.1444425177735391,0.11858776059179556,0.036189700793812334,0.00020535656878295505,0.009375219647583588,0.1900032371484339
2015-09-08,155615,58761,40020,60995,86555,084691,SILVER - COMMODITY EXCHANGE INC.,14.75,0.16425151816984224,-25560,-1.9068484775146006,18741,0.808213332653984,0.02029142663503897,0.012846600054666384,0.009375219647583588,-0.02922032243114414,0.18967682976374098
2015-09-15,158007,60443,46180,61170,82527,084691,SILVER - COMMODITY EXCHANGE INC.,14.319000244140623,0.13516489775769427,-21357,2.700896443144941,14263,-2.8776146258394113,0.02924904486523727,0.07354885906417939,-0.02922032243114414,0.030099849745846896,0.1896307168349039
2015-09-22,152140,60413,35554,56244,87558,084691,SILVER - COMMODITY EXCHANGE INC.,14.75,0.20582358354147495,-31314,-6.301619548501016,24859,6.7060320112400085,0.06924103976300747,0.11103816937072118,0.030099849745846896,-0.012271169888771305,0.1916965178711489
2015-09-29,156905,61556,38453,56932,87038,084691,SILVER - COMMODITY EXCHANGE INC.,14.569000244140623,0.19187406392403047,-30106,0.7940055212304457,23103,-1.1542000788747206,0.008390636938251024,0.04041636252737254,-0.012271169888771305,0.09678082392641785,0.1936699535935887
2015-10-06,156226,68838,28052,48944,98446,084691,SILVER - COMMODITY EXCHANGE INC.,15.979000091552734,0.31686146992178,-49502,-12.361620088588635,40786,11.26987667697014,0.13159644480629623,0.18250593456497058,0.09678082392641785,-0.005131721526862476,0.19794010020571967
2015-10-13,161346,74575,22865,45022,103648,084691,SILVER - COMMODITY EXCHANGE INC.,15.897000312805176,0.3633557695883381,-58626,-5.840257063484952,51710,6.992434037868217,0.061370821282034034,0.11211001642036125,-0.005131721526862476,0.000503203120627127,0.2030810557861195
2015-10-20,167574,79449,22151,42189,108989,084691,SILVER - COMMODITY EXCHANGE INC.,15.904999732971191,0.39862985904734627,-66800,-5.066131171519592,57298,3.463364446593036,0.05406871370172909,0.055,0.000503203120627127,-0.002955041315594542,0.20909831106827437
2015-10-27,169757,82023,19578,41050,110423,084691,SILVER - COMMODITY EXCHANGE INC.,15.857999801635742,0.40866061487891514,-69373,-1.5354410588754819,62445,3.0714788690369628,0.01698652565143623,0.050658950207183,-0.002955041315594542,-0.03871858837436237,0.21539033063109142
2015-11-03,166942,77220,18843,41512,108653,084691,SILVER - COMMODITY EXCHANGE INC.,15.244000434875488,0.40218159600340236,-67141,1.3148205964997024,58377,-2.3963665710397803,0.014863649985016481,0.057649667405764965,-0.03871858837436237,-0.05825245755370534,0.22177238010142586
2015-11-10,162435,72304,33314,48381,98510,084691,SILVER - COMMODITY EXCHANGE INC.,14.355999946594238,0.30860959768522794,-50129,10.190365516167292,38990,-11.613015298726504,0.1158137666705244,0.1835577269026113,-0.05825245755370534,-0.01295624623796554,0.2257228563494029
2015-11-17,170721,72282,47028,57596,93120,084691,SILVER - COMMODITY EXCHANGE INC.,14.170000076293944,0.20808219258322058,-35524,8.991288823221597,25254,-8.456305599162741,0.09690411104328671,0.11512865644120358,-0.01295624623796554,-7.060016602133956e-05,0.22768363652266496
2015-11-24,170092,70210,50817,58718,87443,084691,SILVER - COMMODITY EXCHANGE INC.,14.168999671936035,0.16887919478870259,-28725,3.982521189543173,19393,-3.4330867321536305,0.04651719678984134,0.048427210457170716,-7.060016602133956e-05,-0.00804568913824244,0.22823101365795234
2015-12-01,163286,72909,51019,53239,83060,084691,SILVER - COMMODITY EXCHANGE INC.,14.05500030517578,0.18263047658709258,-29821,-0.6443571714131177,21890,1.4680290666227689,0.07235562990190683,0.023408753469756634,-0.00804568913824244,0.0025613160664570422,0.2282984384275554
2015-12-08,162758,70591,49331,52285,83312,084691,SILVER - COMMODITY EXCHANGE INC.,14.090999603271484,0.1906327185146045,-31027,-0.7385813848094754,21260,-0.38582609654226324,0.008894002079692029,0.033405046613632194,0.0025613160664570422,-0.024909505502493157,0.22737629267368537
2015-12-15,166864,71479,55902,54707,78249,084691,SILVER - COMMODITY EXCHANGE INC.,13.739999771118164,0.14108495541279126,-23542,4.59885228375871,15577,-3.4916870445692374,0.056296820000601704,0.05855661362369584,-0.024909505502493157,0.04090249519796507,0.225736649884151
2015-12-22,161116,68584,45193,51148,82310,084691,SILVER - COMMODITY EXCHANGE INC.,14.302000045776367,0.1934134412473001,-31162,-4.566593153706012,23391,4.6828554990890785,0.057096614665287954,0.1195672236040676,0.04090249519796507,-0.026919327901661738,0.22510684878032367
2015-12-29,165006,68450,47746,52149,82027,084691,SILVER - COMMODITY EXCHANGE INC.,13.916999816894531,0.1810722034350266,-29878,0.7969413341939969,20704,-1.667742496089774,0.009569520629620796,0.02312472030018245,-0.026919327901661738,0.002299385076384608,0.2236222297963069
2016-01-05,167520,69779,48153,52680,81479,084691,SILVER - COMMODITY EXCHANGE INC.,13.949000358581545,0.17191380133715378,-28799,0.6539156151897507,21626,0.5587675599675163,0.008042695607450861,0.014720347318793882,0.002299385076384608,-0.014983194644109465,0.22194581728337212
2016-01-12,166172,71255,48772,50690,81252,084691,SILVER - COMMODITY EXCHANGE INC.,13.739999771118164,0.18391786823291528,-30562,-1.052411652340019,22483,0.5115807067812799,0.016802837610465204,0.01745440609196264,-0.014983194644109465,0.026928667519837246,0.21976000431335765
2016-01-19,159521,68196,39238,49508,85542,084691,SILVER - COMMODITY EXCHANGE INC.,14.109999656677246,0.2258887544586606,-36034,-3.2929735454829934,28958,3.8965650049346463,0.04051832654572381,0.11721615131150287,0.026928667519837246,0.030758329257180916,0.2174123836487663
2016-01-26,154734,68920,31334,46228,91352,084691,SILVER - COMMODITY EXCHANGE INC.,14.543999671936035,0.2916230434164437,-45124,-5.698309313507313,37586,5.408692272490769,0.06607064980375055,0.08606140403375426,0.030758329257180916,-0.01842681896954257,0.2157287143143573
2016-02-02,157934,70685,32097,47967,93441,084691,SILVER - COMMODITY EXCHANGE INC.,14.276000022888184,0.28793040130687503,-45474,-0.22619463078573554,38588,0.6475629144208771,0.02707060420909708,0.02459574633690724,-0.01842681896954257,0.08181564999858693,0.21485135787508572
2016-02-09,164664,78108,25426,44437,106146,084691,SILVER - COMMODITY EXCHANGE INC.,15.444000244140623,0.3747570810863334,-61709,-10.279610470196411,52682,8.92398090341535,0.1078142951063533,0.13612919427434467,0.08181564999858693,-0.007446242508432621,0.21594437595693838
2016-02-16,166645,80249,21532,44638,114700,084691,SILVER - COMMODITY EXCHANGE INC.,15.32900047302246,0.42042665546521046,-70062,-5.072754214643152,58717,3.6650391099451,0.05494608944507901,0.05929397431740698,-0.007446242508432621,-0.006132220852275716,0.2187912150968624
2016-02-23,174697,83189,21262,45040,118717,084691,SILVER - COMMODITY EXCHANGE INC.,15.234999656677246,0.4217416441037911,-73677,-2.1692820066608656,61927,1.9262504125536322,0.026985105980202373,0.0307321136226556,-0.006132220852275716,-0.03295043428645472,0.22203878826422388
2016-03-01,162293,78607,23127,48025,113262,084691,SILVER - COMMODITY EXCHANGE INC.,14.732999801635742,0.40197051012674606,-65237,4.831222058764604,55480,-3.690389646072915,0.05232907797900637,0.06337114435685218,-0.03295043428645472,0.04418652220547137,0.2251128410100727
2016-03-08,169875,79879,19995,47434,118249,084691,SILVER - COMMODITY EXCHANGE INC.,15.383999824523926,0.4168653421633554,-70815,-3.4369935856752907,59884,2.713610568539617,0.033666700868526044,0.0440955604061117,0.04418652220547137,-0.008385316663704567,0.2293472319354667
2016-03-15,166180,76606,18533,46447,116471,084691,SILVER - COMMODITY EXCHANGE INC.,15.255000114440918,0.4213744132867974,-70024,0.46563649742457686,58073,-1.0660779985283297,0.01697172810861906,0.04976928494098109,-0.008385316663704567,0.04077349956961185,0.2341963370932318
2016-03-22,175775,82933,19504,47743,124985,084691,SILVER - COMMODITY EXCHANGE INC.,15.876999855041504,0.4394367799743991,-77242,-4.343482970273198,63429,3.223011192682633,0.05679449770737807,0.07124378886535139,0.04077349956961185,-0.040309844145096196,0.23827626821063655
2016-03-29,175255,79493,24986,47675,115779,084691,SILVER - COMMODITY EXCHANGE INC.,15.237000465393066,0.3885994693446692,-68104,5.198691509031432,54507,-5.075807139809416,0.05673767543161991,0.08539515117870577,-0.040309844145096196,-0.00807246447474086,0.24011243192997675
2016-04-05,179913,79942,27931,51291,110956,084691,SILVER - COMMODITY EXCHANGE INC.,15.11400032043457,0.33163251126933574,-59665,4.8152691791960285,52011,-1.4242104362215058,0.05201328838129519,0.03146292399395586,-0.00807246447474086,0.07317711853059694,0.24077423751023222
2016-04-12,184800,87892,25424,52108,124524,084691,SILVER - COMMODITY EXCHANGE INC.,16.219999313354492,0.39186147186147186,-72416,-7.0873144241939166,62468,5.812253700399637,0.08144050908102722,0.09228176073987786,0.07317711853059694,0.04611597597399131,0.24356766985936879
2016-04-19,194510,94988,23560,53952,138036,084691,SILVER - COMMODITY EXCHANGE INC.,16.968000411987305,0.4322862577759498,-84084,-6.313852813852813,71428,4.848484848484849,0.07998416567702148,0.07558119917670479,0.04611597597399131,0.008132984731881399,0.24831802630312325
2016-04-26,206748,99774,21001,56700,148002,084691,SILVER - COMMODITY EXCHANGE INC.,17.106000900268555,0.44161007603459285,-91302,-3.7108631946943604,78773,3.7761554675852143,0.06210979863411203,0.0608155661353757,0.008132984731881399,0.02151292009529837,0.2531672463667115
2016-05-03,198237,100401,24526,55731,146325,084691,SILVER - COMMODITY EXCHANGE INC.,17.474000930786133,0.4569984412597043,-90594,0.34244587613906785,75875,-1.4017064252133031,0.013095379498752821,0.033235409479135815,0.02151292009529837,-0.02283393307732473,0.25787844049473246
2016-05-10,205391,107844,27573,53870,145602,084691,SILVER - COMMODITY EXCHANGE INC.,17.075000762939453,0.4466213222585215,-91732,-0.5740603419139716,80271,2.2175476828240943,0.012954199085585948,0.07746442470295457,-0.02283393307732473,0.009370415242345498,0.2622782302730494
2016-05-17,207394,105988,28786,54759,144654,084691,SILVER - COMMODITY EXCHANGE INC.,17.235000610351562,0.43345034089703655,-89895,0.8943916724686087,77202,-1.494223213285879,0.009212037329562266,0.022771454434831643,0.009370415242345498,-0.05784738643999676,0.26372121714076574
2016-05-24,203682,97242,31358,59097,137390,084691,SILVER - COMMODITY EXCHANGE INC.,16.238000869750977,0.3843884093832543,-78293,5.594183052547326,65884,-5.457245629092452,0.05904716342557014,0.08800933125972006,-0.05784738643999676,-0.016381372917412818,0.2643014745965174
