,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,CT_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2014-03-25,183310,85845,20573,58323,131855,033661,COTTON NO. 2 - ICE FUTURES U.S. ,94.11000061035156,0.40113468986961975,-73532,0.913590272595584,65272,-0.2545981300206312,0.017557235852727445,0.02728861658741942,0.012697732716030696,-0.02167677082453401,0.3049028927066404
2014-04-01,183893,84600,20515,60131,132260,033661,COTTON NO. 2 - ICE FUTURES U.S. ,92.06999969482422,0.3922335271054363,-72129,0.7653701380175659,64085,-0.647536959249359,0.011502617066286884,0.012395947295818865,-0.02167677082453401,-0.0030411510831428457,0.30401380478400997
2014-04-08,184168,82089,20735,62707,131807,033661,COTTON NO. 2 - ICE FUTURES U.S. ,91.79000091552734,0.37520090352287044,-69100,1.6471535077463524,61354,-1.485102749968732,0.015572143907379418,0.026559947094063643,-0.0030411510831428457,-0.020372619325965124,0.303717696011779
2014-04-15,176327,75800,23472,66139,125614,033661,COTTON NO. 2 - ICE FUTURES U.S. ,89.91999816894531,0.33729944931859557,-59475,5.226206507102211,52328,-4.900959993049824,0.05019478182870672,0.09092191151583529,-0.020372619325965124,0.012121930488001365,0.30348005198076466
2014-04-22,174835,77894,22563,64428,127445,033661,COTTON NO. 2 - ICE FUTURES U.S. ,91.01000213623048,0.3604369834415306,-63017,-2.008767800733864,55331,1.7030857441004497,0.018460127271684917,0.02989338722040276,0.012121930488001365,0.035710360660525575,0.3035844266941291
2014-04-29,180134,83566,24834,63903,130079,033661,COTTON NO. 2 - ICE FUTURES U.S. ,94.26000213623048,0.3673709571763243,-66176,-1.8068464552292163,58732,1.9452626762375955,0.01628501613551773,0.0732749077490775,0.035710360660525575,-0.005941069120483644,0.30388699624721416
2014-05-06,195428,89507,26356,70505,142274,033661,COTTON NO. 2 - ICE FUTURES U.S. ,93.6999969482422,0.3672401088892073,-71769,-3.1049107886351273,63151,2.453173748431723,0.08834048472828615,0.06441228002036889,-0.005941069120483644,-0.02956239843419106,0.3041787538339326
2014-05-13,190813,85350,25390,72081,136966,033661,COTTON NO. 2 - ICE FUTURES U.S. ,90.93000030517578,0.3400449654897727,-64885,3.522524919663508,59960,-1.6328264117731337,0.03293039364353471,0.0462615134549395,-0.02956239843419106,-0.021225121507735478,0.30333277720600776
2014-05-20,189224,78229,27082,77545,132149,033661,COTTON NO. 2 - ICE FUTURES U.S. ,89.0,0.2885680463366169,-54604,5.387997673114516,51147,-4.618658057889138,0.04902858450885576,0.08368546495617742,-0.021225121507735478,-0.045280885160638995,0.30151735221903836
2014-05-27,187446,70028,28767,82023,125399,033661,COTTON NO. 2 - ICE FUTURES U.S. ,84.97000122070312,0.23140531139634882,-43376,5.933708197691625,41261,-5.224495835623388,0.05413119148402773,0.10006579280327951,-0.045280885160638995,0.02812756685080653,0.29973982310344793
2014-06-03,188245,66841,29381,82317,122256,033661,COTTON NO. 2 - ICE FUTURES U.S. ,87.36000061035156,0.2121649977423039,-39939,1.833594741952349,37460,-2.0277840017925164,0.016800848596833406,0.03950240069838498,0.02812756685080653,-0.012133671602426066,0.29826857956335384
2014-06-10,182769,62813,35257,81342,110281,033661,COTTON NO. 2 - ICE FUTURES U.S. ,86.30000305175781,0.15833647938107667,-28939,5.843448697176552,27556,-5.261228717894233,0.06758061401815023,0.10098908942592026,-0.012133671602426066,0.04356888034616757,0.29553239531682324
2014-06-17,173633,60793,39487,85648,107700,033661,COTTON NO. 2 - ICE FUTURES U.S. ,90.05999755859375,0.1270035073977873,-22052,3.7681444883979234,21306,-3.4196171123111685,0.03561971160808491,0.06232548863183087,0.04356888034616757,-0.09160559875245922,0.2897025107748648
2014-06-24,145458,58719,38144,69124,90776,033661,COTTON NO. 2 - ICE FUTURES U.S. ,81.80999755859375,0.14885396471833795,-21652,0.23037095483001502,20575,-0.42100291995185246,0.20918073796122577,0.03527662781454219,-0.09160559875245922,-0.05781684230159467,0.284028854688156
2014-07-01,146236,57805,45671,70830,81225,033661,COTTON NO. 2 - ICE FUTURES U.S. ,77.08000183105469,0.0710837276730764,-10395,7.739003698662157,12134,-5.803049677570158,0.07403242247870837,0.08157447137500483,-0.05781684230159467,-0.02698497381478626,0.2766866225600547
2014-07-08,145672,54502,49335,72677,75964,033661,COTTON NO. 2 - ICE FUTURES U.S. ,75.0,0.02256439123510352,-3287,4.860636231844416,5167,-4.764216745534616,0.04781991509744956,0.06709554397758025,-0.02698497381478626,-0.08999999999999997,0.2681700871280203
2014-07-15,149928,55107,53693,73906,73071,033661,COTTON NO. 2 - ICE FUTURES U.S. ,68.25,-0.005569339949842591,835,2.8296446812016036,1414,-2.5763358778625953,0.028045204351701287,0.04561580882352941,-0.08999999999999997,0.008058652773008212,0.2595307530775815
2014-07-22,153458,55525,56447,75498,73410,033661,COTTON NO. 2 - ICE FUTURES U.S. ,68.80000305175781,-0.013606328767480353,2088,0.8357344858865589,-922,-1.5580812123152445,0.012967738469390496,0.028328510699103346,0.008058652773008212,-0.06337209908365204,0.2508059641612797
2014-07-29,161212,57130,63942,81042,72193,033661,COTTON NO. 2 - ICE FUTURES U.S. ,64.44000244140625,-0.05489045480485324,8849,4.40576574697963,-6812,-3.838183737569889,0.04412177374620681,0.07516188714153561,-0.06337209908365204,-0.015207996893306874,0.2414107021921546
2014-08-05,163411,55106,63901,83564,71317,033661,COTTON NO. 2 - ICE FUTURES U.S. ,63.459999084472656,-0.07494599506765151,12247,2.1077835396868716,-8795,-1.2300573158325683,0.021939424461360657,0.01735192047526616,-0.015207996893306874,-0.006775926747231598,0.2315513364557781
2014-08-12,164588,55700,67060,82537,67935,033661,COTTON NO. 2 - ICE FUTURES U.S. ,63.02999877929688,-0.08871849709577855,14602,1.4411514524725997,-11360,-1.569661773075252,0.0293011324365995,0.030571847507331378,-0.006775926747231598,0.006980841661554438,0.22100637971881998
2014-08-19,164976,54357,67221,83351,68223,033661,COTTON NO. 2 - ICE FUTURES U.S. ,63.470001220703125,-0.09169818640287072,15128,0.3195858750334168,-12864,-0.9137968746202639,0.0072703761858894005,0.012370659165309513,0.006980841661554438,0.07546873835516643,0.2105116433168065
2014-08-26,172740,55492,64550,89608,77975,033661,COTTON NO. 2 - ICE FUTURES U.S. ,68.26000213623047,-0.06734398518003937,11633,-2.1184899621763167,-9058,2.3070022306274853,0.09552878275242715,0.031705569717265625,0.07546873835516643,-0.028127830914918217,0.20182409074364854
2014-09-02,176853,54693,67074,93080,77536,033661,COTTON NO. 2 - ICE FUTURES U.S. ,66.33999633789062,-0.08789220426003518,15544,2.2640963297441243,-12381,-1.9237003589209216,0.022922820837436114,0.027289824008146706,-0.028127830914918217,0.021706399169391988,0.19392514732766578
2014-09-09,180450,56695,68940,94762,79756,033661,COTTON NO. 2 - ICE FUTURES U.S. ,67.77999877929688,-0.08315876974231089,15006,-0.30420744912441405,-12245,0.07690002431397827,0.02235872517448057,0.03078759899709476,0.021706399169391988,0.0073768074506475045,0.18668675023228548
2014-09-16,181284,57405,69387,96350,83163,033661,COTTON NO. 2 - ICE FUTURES U.S. ,68.27999877929688,-0.07274221663246619,13187,-1.0080354668883347,-11982,0.1457467442504849,0.027825282848595922,0.009125181399457378,0.0073768074506475045,-0.07835381619460813,0.17975886275490924
2014-09-23,182761,55012,73828,100558,76163,033661,COTTON NO. 2 - ICE FUTURES U.S. ,62.93000030517578,-0.13348033770881096,24395,6.182564374131197,-18816,-3.7697756007149,0.06342200417607415,0.05304253337472835,-0.07835381619460813,-0.015413971333213983,0.17179433658441964
2014-09-30,182378,52364,78332,100719,69523,033661,COTTON NO. 2 - ICE FUTURES U.S. ,61.959999084472656,-0.1710513329458597,31196,3.7212534402854,-25968,-3.913307543731978,0.03994901375688725,0.05472240925506519,-0.015413971333213983,0.06245969663921236,0.16246438856300222
2014-10-07,185877,55429,78651,99330,73188,033661,COTTON NO. 2 - ICE FUTURES U.S. ,65.83000183105469,-0.14064139188818411,26142,-2.7711675750364626,-23222,1.5056640603581573,0.02929549380354514,0.025238663484486872,0.06245969663921236,-0.025368344561666256,0.1542034593559475
2014-10-14,189272,59076,74576,97630,79024,033661,COTTON NO. 2 - ICE FUTURES U.S. ,64.16000366210938,-0.09830297138509658,18606,-4.054293968592133,-15500,4.154360141383819,0.042659662390888406,0.05777691317750576,-0.025368344561666256,-0.021352909419971033,0.14770606056221153
2014-10-21,190283,58194,72760,96552,78897,033661,COTTON NO. 2 - ICE FUTURES U.S. ,62.790000915527344,-0.0927828550106946,17655,-0.5024514983727123,-14566,0.49346971554165436,0.006868092722101579,0.02060265436718237,-0.021352909419971033,0.02675585731294894,0.14213623154966062
2014-10-28,195959,64339,71953,94445,84547,033661,COTTON NO. 2 - ICE FUTURES U.S. ,64.47000122070312,-0.05051056598574191,9898,-4.076559650625647,-7614,3.6535055680223665,0.04333713238580495,0.051008129604085344,0.02675585731294894,-0.0259035512955178,0.13992727900448718
2014-11-04,191364,66000,68899,90183,85923,033661,COTTON NO. 2 - ICE FUTURES U.S. ,62.79999923706055,-0.022261240358688154,4260,-2.877132461382228,-2899,2.406115564990636,0.03201480926260321,0.03495207525630287,-0.0259035512955178,0.007961783536215794,0.1387771533790053
2014-11-11,183992,64384,62338,90056,88588,033661,COTTON NO. 2 - ICE FUTURES U.S. ,63.29999923706055,-0.007978607765555024,1468,-1.458999602851111,2046,2.5840806003218995,0.015628848435995612,0.06452707501459888,0.007961783536215794,-0.05260660436797904,0.1385073423088975
2014-11-18,177107,61704,74006,90231,72070,033661,COTTON NO. 2 - ICE FUTURES U.S. ,59.970001220703125,-0.10254253078647371,18161,9.072677072916214,-12302,-7.79816513761468,0.10285210812009785,0.10572544396138825,-0.05260660436797904,-0.005169274086724518,0.13662723173536906
2014-11-25,172323,61483,74506,86452,67786,033661,COTTON NO. 2 - ICE FUTURES U.S. ,59.65999984741211,-0.10831984122839088,18666,0.2851383626847047,-13023,-0.4070985336547962,0.052276352131122035,0.005301899418335306,-0.005169274086724518,0.018270200391815372,0.13435785556708615
2014-12-02,177019,62044,73566,88900,73370,033661,COTTON NO. 2 - ICE FUTURES U.S. ,60.75,-0.08773069557505127,15530,-1.819838326862926,-11522,0.8710386889736135,0.04949775066247612,0.011068505272472532,0.018270200391815372,-0.014320970072177253,0.1323219273768481
2014-12-09,173720,60071,70387,86497,71986,033661,COTTON NO. 2 - ICE FUTURES U.S. ,59.880001068115234,-0.08353096937600737,14511,-0.5756444223501432,-10316,0.6812828001513962,0.023895307383126264,0.03949163715525303,-0.014320970072177253,-0.0016700448736565177,0.12896020641472924
2014-12-16,173902,62409,68878,85626,74216,033661,COTTON NO. 2 - ICE FUTURES U.S. ,59.77999877929688,-0.06561166634081264,11410,-1.785056412618006,-6469,2.214483076214598,0.01940040790280402,0.029302215756320124,-0.0016700448736565177,0.03412514147179668,0.1238931349375781
2014-12-23,175995,64021,61193,84842,86403,033661,COTTON NO. 2 - ICE FUTURES U.S. ,61.81999969482422,0.008869570158243132,-1561,-7.458798633713242,2828,5.346114478269371,0.07574527723437181,0.07424888590732666,0.03412514147179668,0.002588156716304635,0.11995265973969746
2014-12-30,176193,64775,59016,84013,88997,033661,COTTON NO. 2 - ICE FUTURES U.S. ,61.97999954223633,0.02828716237307952,-4984,-1.9449416176595926,5759,1.6653882212562858,0.01978498352696376,0.023677003982518922,0.002588156716304635,-0.028718922111057643,0.11559476388134637
2015-01-06,180431,64644,64404,89287,86341,033661,COTTON NO. 2 - ICE FUTURES U.S.,60.20000076293945,-0.01632757120450477,2946,4.500746340660525,240,-3.1323605364571807,0.04515225362698431,0.042767032422044514,-0.028718922111057643,-0.0008305521001144012,0.11046913666425054
2015-01-13,186260,66425,67313,90549,84948,033661,COTTON NO. 2 - ICE FUTURES U.S.,60.150001525878906,-0.030070868678191774,5601,1.4714766309558778,-888,-0.6251697324739097,0.01512846373442281,0.03506856689946014,-0.0008305521001144012,-0.03923525437212494,0.10545292241025536
2015-01-20,204578,66581,80393,106050,85577,033661,COTTON NO. 2 - ICE FUTURES U.S.,57.790000915527344,-0.10007429928926864,20473,7.984537742939976,-13812,-6.9386878556856,0.0841739420854055,0.09005674473036047,-0.03923525437212494,0.017130954284230615,0.09801111446788947
2015-01-27,216715,69082,84654,111332,88856,033661,COTTON NO. 2 - ICE FUTURES U.S.,58.77999877929688,-0.10371224880603558,22476,0.9790886605597866,-15572,-0.860307559952683,0.04276480108697824,0.04398449289691419,0.017130954284230615,0.04542364816419453,0.09093310421216155
2015-02-03,207847,73880,70337,94733,97637,033661,COTTON NO. 2 - ICE FUTURES U.S.,61.45000076293945,0.01397181580681944,-2904,-11.711233647878549,3543,8.820340077982603,0.13193325362582523,0.13254332013562894,0.04542364816419453,0.017249756638457736,0.08580549777295299
2015-02-10,197547,72227,48478,90609,117304,033661,COTTON NO. 2 - ICE FUTURES U.S.,62.5099983215332,0.13513239887216713,-26695,-11.44640047727415,23749,9.721574042444683,0.1144276692655101,0.19478894826229237,0.017249756638457736,0.020636713328513467,0.0820318044489289
2015-02-17,180535,75998,41182,74979,114470,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.79999923706055,0.21874428781122773,-39491,-6.477445873640198,34816,5.602211119379186,0.09746158596772746,0.09444444444444444,0.020636713328513467,0.015047067565045813,0.07903718616199497
2015-02-24,183230,83707,37130,72388,125912,033661,COTTON NO. 2 - ICE FUTURES U.S.,64.76000213623047,0.29211373683348796,-53524,-7.773008003988147,46577,6.514526269144487,0.07076651538073626,0.09732946034741015,0.015047067565045813,-0.01590491908612679,0.07754470100124593
2015-03-03,185872,87345,33997,72953,132268,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.72999954223633,0.31911745717483,-59315,-3.1605086503301862,53348,3.6953555640451894,0.033724618825558786,0.055800959272139905,-0.01590491908612679,-0.04487683400116971,0.07671188771602756
2015-03-10,181414,83640,40306,71733,117052,033661,COTTON NO. 2 - ICE FUTURES U.S.,60.869998931884766,0.24980982724596779,-45319,7.529913058448826,43334,-5.38757854867866,0.08706200174802023,0.08079324867280913,-0.04487683400116971,-0.010842777377911061,0.07354039209995808
2015-03-17,181641,81479,52211,71331,100208,033661,COTTON NO. 2 - ICE FUTURES U.S.,60.209999084472656,0.15897842447465055,-28877,9.063247599413495,29268,-7.753536110774251,0.10053690414424708,0.1052135537437355,-0.010842777377911061,0.06145159972097769,0.06866289844630356
2015-03-24,184204,75430,42261,72878,110596,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.90999984741211,0.20476211157195284,-37718,-4.867293177201183,33169,2.147642877984596,0.0650500888409257,0.13594072613878716,0.06145159972097769,-0.012674094433186345,0.06488650270980997
2015-03-31,182346,74471,40517,73162,110248,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.09999847412109,0.20338258036918824,-37086,0.3430978697530998,33954,0.4261579553104167,0.0034458317430892537,0.023506800709639265,-0.012674094433186345,0.05261489342485226,0.06125475373411289
2015-04-07,188850,79032,39032,71589,118323,033661,COTTON NO. 2 - ICE FUTURES U.S.,66.41999816894531,0.24746624305003972,-46734,-5.291040110559047,40000,3.3156745966459367,0.050802476936686464,0.05120951348421195,0.05261489342485226,-0.0260463079679506,0.05879831795578923
2015-04-14,183305,85036,31794,66305,124996,033661,COTTON NO. 2 - ICE FUTURES U.S.,64.69000244140625,0.3201822099779057,-58691,-6.331480010590415,53242,7.011914217633041,0.06250359381289172,0.11334417529744073,-0.0260463079679506,-0.03184419996207122,0.058469140276160576
2015-04-21,167666,75478,37610,66221,107735,033661,COTTON NO. 2 - ICE FUTURES U.S.,62.630001068115234,0.24759939403337589,-41514,9.37072092959821,37868,-8.387114372221163,0.09970912184690381,0.13594722693831351,-0.03184419996207122,0.06370751413731157,0.056299186633696055
2015-04-28,182497,86566,33014,66951,126351,033661,COTTON NO. 2 - ICE FUTURES U.S.,66.62000274658203,0.32548480248990397,-59400,-10.667636849450695,53552,9.35431154795844,0.10008173738502447,0.13115905669844455,0.06370751413731157,0.005553814198941742,0.05549368365895721
2015-05-05,197716,98029,38220,69088,135757,033661,COTTON NO. 2 - ICE FUTURES U.S.,66.98999786376953,0.3371957757591697,-66669,-3.9830791739042284,59809,3.4285495104029104,0.05634992311259733,0.1223421823279437,0.005553814198941742,-0.029407393394896175,0.054915908021841105
2015-05-12,191406,92022,39380,69230,128318,033661,COTTON NO. 2 - ICE FUTURES U.S.,65.0199966430664,0.30870505626782857,-59088,3.834287563980659,52642,-3.624896315927897,0.038375483426812726,0.05454254881965267,-0.029407393394896175,-0.010304494056241342,0.05431321745988064
2015-05-19,187619,87161,38130,68793,123065,033661,COTTON NO. 2 - ICE FUTURES U.S.,64.3499984741211,0.2892670784941824,-54272,2.5161175720719307,49031,-1.886565729391973,0.02965735074899144,0.04877445307324548,-0.010304494056241342,-0.016161571491696614,0.054326660385987664
2015-05-26,188719,82081,46138,71589,112702,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.310001373291016,0.21785299837324276,-41113,7.0136819831680155,35943,-6.9758393339693745,0.07140337835271392,0.10207535544654069,-0.016161571491696614,0.004580589078180264,0.054066038981697165
2015-06-02,187675,72881,42636,77336,113652,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.59999847412109,0.19350472891967496,-36316,2.541874427058219,30245,-3.019303832682454,0.03506503026368149,0.10995784170295281,0.004580589078180264,0.014937179252029198,0.053707187658185065
2015-06-09,185185,72437,34308,77625,122653,033661,COTTON NO. 2 - ICE FUTURES U.S.,64.55000305175781,0.24315144315144316,-45028,-4.642067403756494,38129,4.20087917943253,0.04638552412147116,0.08217715115462082,0.014937179252029198,-0.0018590664741845453,0.05533824465376905
2015-06-16,169445,66436,35953,75468,110051,033661,COTTON NO. 2 - ICE FUTURES U.S.,64.43000030517578,0.20409572427631384,-34583,5.64030564030564,30483,-4.128844128844129,0.07955519380764234,0.07467599058492612,-0.0018590664741845453,-0.013192588391976345,0.0568207872860484
2015-06-23,163466,68947,39447,73687,106279,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.58000183105469,0.19938091101513464,-32592,1.1750125409424887,29500,-0.5801292454778837,0.030855828323127703,0.05539974537336015,-0.013192588391976345,0.06181189355134986,0.05779245933021756
2015-06-30,181083,85323,32465,71871,132825,033661,COTTON NO. 2 - ICE FUTURES U.S.,67.51000213623047,0.3366080747502527,-60954,-17.350397024457685,52858,14.289209988621487,0.13855668894360418,0.1983054300947465,0.06181189355134986,-0.02932903709494905,0.06289869677400942
2015-07-07,178723,83805,26955,70877,136173,033661,COTTON NO. 2 - ICE FUTURES U.S.,65.52999877929688,0.36534749304790093,-65296,-2.3977954860478343,56850,2.2045139521655814,0.020970780004829753,0.06345250993138317,-0.02932903709494905,0.009766510019387331,0.0694906795011786
2015-07-14,178155,82776,26895,71355,136170,033661,COTTON NO. 2 - ICE FUTURES U.S.,66.16999816894531,0.3638124105413825,-64815,0.2691315611309121,55881,-0.5421797977876379,0.002317793036983496,0.00992969882649014,0.009766510019387331,-0.011636642955625498,0.07659417470293292
2015-07-21,175767,79326,25188,73648,134132,033661,COTTON NO. 2 - ICE FUTURES U.S.,65.4000015258789,0.3441146517833268,-60484,2.4310291600011227,54138,-0.9783615391092025,0.020844162094523052,0.049342671795166194,-0.011636642955625498,-0.01559639523949119,0.08347342432890999
2015-07-28,177413,80391,28252,73364,130240,033661,COTTON NO. 2 - ICE FUTURES U.S.,64.37999725341797,0.32058530096441634,-56876,2.05271751807791,52139,-1.137301086096935,0.020510402546118935,0.03800520972359011,-0.01559639523949119,0.008232470197305997,0.09069411193985746
2015-08-04,179806,81597,33695,72563,124329,033661,COTTON NO. 2 - ICE FUTURES U.S.,64.91000366210938,0.2878991802275786,-51766,2.8802849847530902,47902,-2.388212814168071,0.034089754789427704,0.05767095722166325,0.008232470197305997,-0.03389315134056836,0.09767190377245806
2015-08-11,184427,77649,43212,79868,112678,033661,COTTON NO. 2 - ICE FUTURES U.S.,62.709999084472656,0.177902367874552,-32810,10.542473554831318,34437,-7.488626630924442,0.0984492017491924,0.11140897394527598,-0.03389315134056836,0.08324033323093483,0.10279922809881058
2015-08-18,190906,88060,33186,76717,135920,033661,COTTON NO. 2 - ICE FUTURES U.S.,67.93000030517578,0.31011597330623447,-59203,-14.31081132372158,54874,11.081349260140868,0.12412233054454305,0.16855813800042888,0.08324033323093483,-0.061386750550696756,0.11052642347783181
2015-08-25,183346,83581,29261,74919,131830,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.7599983215332,0.3104021903941182,-56911,1.2005908667092704,54320,-0.290195174588541,0.028478976923709425,0.07447581574236543,-0.061386750550696756,-0.002823031606287385,0.11779077300810409
2015-09-01,178810,73935,30482,77864,122648,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.58000183105469,0.25045579106313964,-44784,6.614270286780186,43453,-5.927045040524473,0.06048017076284711,0.1040730915463957,-0.002823031606287385,-0.004561197030128028,0.12429746522585744
2015-09-08,179675,72115,32520,79166,120179,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.290000915527344,0.2282621399749548,-41013,2.1089424528829483,39595,-2.157597449807058,0.018916953021144246,0.036871027858747074,-0.004561197030128028,-0.007426152850438905,0.1302863288742664
2015-09-15,177418,70503,31089,78686,118019,033661,COTTON NO. 2 - ICE FUTURES U.S.,62.81999969482422,0.22169678386634953,-39333,0.9350215667176847,39414,-0.10073744260470294,0.013421112833939148,0.02995314591700134,-0.007426152850438905,-0.06510665667712301,0.13594861734539748
2015-09-22,182136,67277,41556,85100,107338,033661,COTTON NO. 2 - ICE FUTURES U.S.,58.72999954223633,0.1220955769315237,-22238,9.635437216066013,25721,-7.717931664205436,0.08883380621291014,0.12581661812134187,-0.06510665667712301,0.022475731399843157,0.14086353878078853
2015-09-29,186023,68773,41932,87024,109569,033661,COTTON NO. 2 - ICE FUTURES U.S.,60.04999923706055,0.12119469097907248,-22545,-0.16855536522159265,26841,0.614925110906136,0.0211350353267919,0.016909805338512263,0.022475731399843157,0.018151543154644845,0.14648365462549875
2015-10-06,189761,70219,35928,87768,119510,033661,COTTON NO. 2 - ICE FUTURES U.S.,61.13999938964844,0.16727357043860436,-31742,-4.944012299554356,34291,4.004881116851142,0.05154912725904341,0.07018568588843774,0.018151543154644845,0.04448808059955023,0.15240509620870624
2015-10-13,188209,73392,29589,82034,124794,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.86000061035156,0.22719423619486848,-42760,-5.806251021021179,43803,5.012621139222496,0.05327131722977547,0.09236655305347588,0.04448808059955023,-0.0012527690305363937,0.15866465789293635
2015-10-20,193661,78845,26971,83005,134485,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.77999877929688,0.2658253339598577,-51480,-4.6331471927484875,51874,4.28831777438911,0.04902294358361304,0.07627390942768579,-0.0012527690305363937,-0.02257758943664978,0.16556096921929309
2015-10-27,198356,78164,28190,85378,136088,033661,COTTON NO. 2 - ICE FUTURES U.S.,62.34000015258789,0.2556514549597693,-50710,0.3976019952391034,49974,-0.9810958324081772,0.017953094380175737,0.01786486638960453,-0.02257758943664978,0.003689437627099279,0.17144870039132215
2015-11-03,199327,76761,24635,85862,139183,033661,COTTON NO. 2 - ICE FUTURES U.S.,62.56999969482422,0.26750515484605697,-53321,-1.3163201516465346,52126,1.0849180261751599,0.01590348596947277,0.04889739240206714,0.003689437627099279,-0.010228534325874006,0.1770211310683365
2015-11-10,192453,71924,28936,85801,130100,033661,COTTON NO. 2 - ICE FUTURES U.S.,61.93000030517578,0.2301808753306002,-44299,4.5262307665293715,42988,-4.584426595493837,0.042352745008128724,0.09060083283759666,-0.010228534325874006,-0.006458929822505843,0.18160112112787793
2015-11-17,176397,72360,29008,78768,123956,033661,COTTON NO. 2 - ICE FUTURES U.S.,61.52999877929688,0.25617215712285357,-45188,-0.46193096496287406,43352,0.1891370880162949,0.06499970403109646,0.0050114434535553625,-0.006458929822505843,-0.015114583514159174,0.1884994805107496
2015-11-24,170519,69688,31728,79884,116788,033661,COTTON NO. 2 - ICE FUTURES U.S.,60.59999847412109,0.21642163043414517,-36904,4.696224992488535,37960,-3.0567413278003595,0.042120891636836966,0.053167153111935,-0.015114583514159174,0.02640267869811308,0.19474450881195227
2015-12-01,180779,80685,26138,78560,134559,033661,COTTON NO. 2 - ICE FUTURES U.S.,62.20000076293945,0.30976496163824335,-55999,-11.198165600314335,54547,9.727361760273048,0.08959783032014977,0.1552755492730966,0.02640267869811308,0.0011253970090934207,0.20238865606605405
2015-12-08,191781,95008,26305,72816,146361,033661,COTTON NO. 2 - ICE FUTURES U.S.,62.27000045776367,0.38348428676459084,-73545,-9.705773347568025,68703,7.830555540189955,0.08005402026672506,0.11944309348544674,0.0011253970090934207,0.01670147595763627,0.21136971868414248
2015-12-15,191929,94482,23514,72655,147150,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.310001373291016,0.3881383219836502,-74495,-0.4953566828830802,70968,1.1810346176107123,0.004322012693068857,0.028111122410929185,0.01670147595763627,-0.00236931800071305,0.22009567999807444
2015-12-22,184432,86416,20873,73262,143340,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.15999984741211,0.37996660015615513,-70078,2.301371861469606,65543,-2.826566073912749,0.020392240145520355,0.09979587842183262,-0.00236931800071305,0.011241277488726054,0.22723216134418814
2015-12-29,183390,85083,20554,72790,142632,033661,COTTON NO. 2 - ICE FUTURES U.S.,63.869998931884766,0.3808386498718578,-69842,0.12796044070443308,64529,-0.5497961308232845,0.005477620670126543,0.01563846000927705,0.011241277488726054,-0.018631574238447635,0.23401199764224156
2016-01-05,185123,81007,27006,76065,132208,033661,COTTON NO. 2 - ICE FUTURES U.S.,62.68000030517578,0.3032740394224381,-56143,7.469872948361416,54001,-5.740771034407547,0.06577424822228517,0.09746974901169304,-0.018631574238447635,-0.017389919388655195,0.24015818246199047
2016-01-12,182594,74780,38773,79604,114290,033661,COTTON NO. 2 - ICE FUTURES U.S.,61.59000015258789,0.18996243030986779,-34686,11.590672147707199,36007,-9.720023984053846,0.11066355843914716,0.15846344878602944,-0.017389919388655195,0.014288051078666264,0.2443895920579147
2016-01-19,187347,78179,38920,78446,116940,033661,COTTON NO. 2 - ICE FUTURES U.S.,62.470001220703125,0.20546899603409716,-38494,-2.0855011665224485,39259,1.7810004709902845,0.019489625664070098,0.03028206901852279,0.014288051078666264,-0.0169681663611001,0.2502654246602871
2016-01-26,193281,79863,44605,80260,113332,033661,COTTON NO. 2 - ICE FUTURES U.S.,61.40999984741211,0.17110838623558447,-33072,2.8940949147837967,35258,-2.1356093238749487,0.028007355675854374,0.05920397210528007,-0.0169681663611001,0.014492743720238677,0.25555043687262596
2016-02-02,197632,79332,47934,83833,113084,033661,COTTON NO. 2 - ICE FUTURES U.S.,62.29999923706055,0.14800740770725387,-29251,1.976914440633068,31398,-1.9970923163683965,0.019404114423843547,0.030330174594942874,0.014492743720238677,-0.05874799184965118,0.2581280444091728
2016-02-09,200208,78697,68979,86427,93578,033661,COTTON NO. 2 - ICE FUTURES U.S.,58.63999938964844,0.03571785343243027,-7151,11.182399611398964,9718,-10.969883419689118,0.12277436737868393,0.14680787670305262,-0.05874799184965118,0.020634363865396743,0.2562162262276394
2016-02-16,188677,69751,73718,88945,81057,033661,COTTON NO. 2 - ICE FUTURES U.S.,59.84999847412109,-0.041806897502080276,7888,7.511687844641572,-3967,-6.835391193159114,0.08846366513335137,0.09538645979270784,0.020634363865396743,-0.028070181253257664,0.2512056265100758
