,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,KC_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2014-03-11,167384,52298,14873,89149,130542,083731,COFFEE C - ICE FUTURES U.S. ,205.0500030517578,0.2472936481384123,-41393,-2.1667009006653846,37425,1.9320424003635028,0.048208620289406486,0.04621041818641974,0.10748047427103513,-0.06876374490936521,-0.04535499298028486
2014-03-18,171534,56416,13943,86088,132098,083731,COFFEE C - ICE FUTURES U.S. ,190.9499969482422,0.268226707241713,-46010,-2.7583281556182193,42473,3.0158199111026143,0.02116084441714867,0.07174632953850964,-0.06876374490936521,-0.08195859725897969,-0.03807779752267335
2014-03-25,173855,57666,15528,86249,132865,083731,COFFEE C - ICE FUTURES U.S. ,175.3000030517578,0.2681314888844152,-46616,-0.35328273112036096,42138,-0.1952965592827078,0.004235238277791469,0.03873268300680384,-0.08195859725897969,-0.000285242731815849,-0.030894860622706497
2014-04-01,172107,55849,16740,87148,129985,083731,COFFEE C - ICE FUTURES U.S. ,175.25,0.24889748819048615,-42837,2.1736504558396366,39109,-1.742256478099566,0.017404079527294333,0.04172808552259984,-0.000285242731815849,0.12125534950071337,-0.024219664469936245
2014-04-08,167229,53572,16457,82389,124258,083731,COFFEE C - ICE FUTURES U.S. ,196.5,0.2503692541365433,-41869,0.5624408071722824,37115,-1.158581580063565,0.05074353849801836,0.03655628382527239,0.12125534950071337,-0.022137435641300773,-0.01792069724745835
2014-04-15,155943,51530,11044,80376,124685,083731,COFFEE C - ICE FUTURES U.S. ,192.1499938964844,0.2841358701576858,-44309,-1.4590770739524843,40486,2.0157986952023874,0.011898898376580628,0.11913893949563717,-0.022137435641300773,0.10226390725705325,-0.010395491863529886
2014-04-22,152506,51798,10837,77100,123594,083731,COFFEE C - ICE FUTURES U.S. ,211.8000030517578,0.3048666937694255,-46494,-1.401152985385686,40961,0.30459847508384474,0.021759494553897973,0.007583619382134589,0.10226390725705325,-0.013692205446119488,-0.00335646076359515
2014-04-29,157392,54310,10881,79423,126661,083731,COFFEE C - ICE FUTURES U.S. ,208.8999938964844,0.3001296126867948,-47238,-0.4878496583740967,43429,1.6182969850366542,0.026154383649385687,0.03920786611648847,-0.013692205446119488,-0.04475821502110611,0.0038886607293007703
2014-05-06,158272,54612,11310,78988,125935,083731,COFFEE C - ICE FUTURES U.S. ,199.5500030517578,0.29662227052163365,-46947,0.18488868557487037,43302,-0.08069025109281286,0.005665542667245746,0.011088862595188253,-0.04475821502110611,-0.07967932303739123,0.010129070231771283
2014-05-13,160791,53288,12455,81848,125405,083731,COFFEE C - ICE FUTURES U.S. ,183.6499938964844,0.2708920275388548,-43557,2.1418823291548725,40833,-1.5599727052163366,0.01635681992540518,0.037555329084465267,-0.07967932303739123,0.011162554423569837,0.014609496239904502
2014-05-20,163890,54498,12007,82184,127103,083731,COFFEE C - ICE FUTURES U.S. ,185.6999969482422,0.27408017572762217,-44919,-0.8470623355784839,42491,1.0311522411080223,0.009718711625662369,0.024930456356664913,0.011162554423569837,-0.03419488933269299,0.020268775229859662
2014-05-27,165402,55021,13641,82568,126537,083731,COFFEE C - ICE FUTURES U.S. ,179.35000610351562,0.26583112658855396,-43969,0.5796570870705962,41380,-0.6778937091951919,0.0045431720905765045,0.031414756342664066,-0.03419488933269299,-0.04572072443810482,0.026478840877624872
2014-06-03,165409,54545,13858,81093,124564,083731,COFFEE C - ICE FUTURES U.S. ,171.14999389648438,0.2628091579055553,-43471,0.30108463017375847,40687,-0.418979214277941,0.016765779915101357,0.010131134599359676,-0.04572072443810482,-0.032135554753957685,0.032671871254292315
2014-06-10,170653,55746,14070,85862,129117,083731,COFFEE C - ICE FUTURES U.S. ,165.64999389648438,0.2534675628321799,-43255,0.13058539740884717,41676,0.5979118427655086,0.043362374929644294,0.020238913716053627,-0.032135554753957685,0.02052525976788222,0.038796951130125
2014-06-17,160937,56794,11946,81550,128028,083731,COFFEE C - ICE FUTURES U.S. ,169.0500030517578,0.2887962370368529,-46478,-1.8886278002730688,44848,1.8587425946218348,0.025770834725018846,0.04614489380273494,0.02052525976788222,0.03016853447299317,0.04647567309848041
2014-06-24,156765,57018,11365,76868,124653,083731,COFFEE C - ICE FUTURES U.S. ,174.14999389648438,0.30481931553599334,-47785,-0.8121190279426111,45653,0.5001957287634292,0.03998094491392957,0.01177193162043198,0.03016853447299317,-0.03359167987225897,0.054648653998100274
2014-07-01,158283,56484,12008,79075,125881,083731,COFFEE C - ICE FUTURES U.S. ,168.3000030517578,0.2957108470271602,-46806,0.6245016425860365,44476,-0.7508053455809651,0.016759694763754173,0.01718448869941015,-0.03359167987225897,0.01128932776014313,0.062143234790143276
2014-07-08,157792,54678,11470,79082,124486,083731,COFFEE C - ICE FUTURES U.S. ,170.1999969482422,0.2877458933279254,-45404,0.8857552611461749,43208,-0.8010967697099499,0.006887133537687652,0.035435689665598354,0.01128932776014313,-0.0634547781751259,0.06948923572447809
2014-07-15,161474,53225,14702,83352,122876,083731,COFFEE C - ICE FUTURES U.S. ,159.39999389648438,0.2447700558603862,-39524,3.72642466031231,38523,-2.9690985601297912,0.028512132203192583,0.06897110132936829,-0.0634547781751259,0.05583443849472891,0.07554559965309968
2014-07-22,161474,53837,13814,82630,123886,083731,COFFEE C - ICE FUTURES U.S. ,168.3000030517578,0.25549624088088485,-41256,-1.0726185020498655,40023,0.9289421207129321,0.008386759379418544,0.022172621247283853,0.05583443849472891,0.0736779184292169,0.08101653145274729
2014-07-29,163730,55697,11179,80211,126451,083731,COFFEE C - ICE FUTURES U.S. ,180.6999969482422,0.2824161729676907,-46240,-3.086565019755503,44518,2.7837298884030868,0.02411667360230715,0.0672139482026437,0.0736779184292169,0.0481460824303952,0.08690171290784804
2014-08-05,164938,57646,9766,78405,129336,083731,COFFEE C - ICE FUTURES U.S. ,189.3999938964844,0.3087887569874741,-50931,-2.865082758199475,47880,2.05338056556526,0.022581002305755726,0.04987242627425384,0.0481460824303952,-0.025343125383584852,0.09409084362906202
2014-08-12,158959,55403,10406,77404,126164,083731,COFFEE C - ICE FUTURES U.S. ,184.6000061035156,0.3067457646311313,-48760,1.316252167481114,44997,-1.747929525033649,0.020499292619665172,0.043808597608229874,-0.025343125383584852,-0.013001132588953412,0.10135655942088903
2014-08-19,155428,56863,10269,76574,126242,083731,COFFEE C - ICE FUTURES U.S. ,182.1999969482422,0.3195563218982423,-49668,-0.5712164772048138,46594,1.0046615794009777,0.004476964342063743,0.02378895310731097,-0.013001132588953412,0.059824420075977214,0.10885982692845889
2014-08-26,152147,58640,10663,70201,122180,083731,COFFEE C - ICE FUTURES U.S. ,193.1000061035156,0.3416367066061112,-51979,-1.4868620840517797,47977,0.8898010654450936,0.05424132320759326,0.031326205214781466,0.059824420075977214,0.05877778604855233,0.11724648799934662
2014-09-02,153642,60714,10146,69884,124469,083731,COFFEE C - ICE FUTURES U.S. ,204.4499969482422,0.3552739485296989,-54585,-1.712817209672225,50568,1.7029583232005887,0.013408591583356059,0.03656505786057014,0.05877778604855233,-0.07997060938506984,0.12577373351669804
2014-09-09,156966,62492,12140,72434,126217,083731,COFFEE C - ICE FUTURES U.S. ,188.1000061035156,0.3426410815080973,-53783,0.5219926842920556,50352,-0.14058655836294764,0.021635934377375397,0.05054132275699432,-0.07997060938506984,-0.039872406999671095,0.13421380269095687
2014-09-16,154824,57883,14281,75701,121713,083731,COFFEE C - ICE FUTURES U.S. ,180.6000061035156,0.2971890662946313,-46012,4.950753666399093,43602,-4.300294331256451,0.039363976212426675,0.09353694362840197,-0.039872406999671095,0.0016610619204346921,0.1419690240172037
2014-09-23,153446,54434,14790,77366,118088,083731,COFFEE C - ICE FUTURES U.S. ,180.8999938964844,0.26538326186410854,-40722,3.4167829277114663,39644,-2.556451196196972,0.02706519180983761,0.057176701721946145,0.0016610619204346921,0.06882262369867975,0.14912497593754154
2014-09-30,155757,56110,12989,77362,122387,083731,COFFEE C - ICE FUTURES U.S. ,193.3500061035156,0.2890720802275339,-45025,-2.8042438382232184,43121,2.265943719614718,0.021542035254244075,0.05031910736768984,0.06882262369867975,0.11895525872228974,0.15678179658199978
2014-10-07,163536,59705,12049,79761,129985,083731,COFFEE C - ICE FUTURES U.S. ,216.3500061035156,0.3071128069660503,-50224,-3.3378917159421406,47656,2.9115866381607245,0.04766241072535352,0.0632020514535775,0.11895525872228974,0.025652820135874332,0.16462778157246066
2014-10-14,170089,64579,11029,79742,135997,083731,COFFEE C - ICE FUTURES U.S. ,221.8999938964844,0.33073861331420606,-56255,-3.6878730065551313,53550,3.6040994031895117,0.027955075345672317,0.07795471378690086,0.025652820135874332,-0.10049566654504583,0.1724285837186542
2014-10-21,173882,62989,9854,82264,138347,083731,COFFEE C - ICE FUTURES U.S. ,199.6000061035156,0.32253482246581017,-56083,0.10112352944634867,53135,-0.24398991116415525,0.022084120918721188,0.03795834877750779,-0.10049566654504583,-0.036322644179880625,0.18054986848429005
2014-10-28,171373,58312,9842,84177,135608,083731,COFFEE C - ICE FUTURES U.S. ,192.3500061035156,0.30011145279594803,-51431,2.6753775548935486,48470,-2.6828538894192615,0.021166139636462907,0.06880007042873493,-0.036322644179880625,-0.021575300356580285,0.1887437249584661
2014-11-04,165953,56241,9928,80154,128717,083731,COFFEE C - ICE FUTURES U.S. ,188.1999969482422,0.29263104613956964,-48563,1.6735425066959206,46313,-1.2586580149731872,0.05225234714249465,0.03259834665780048,-0.021575300356580285,-0.01939422930749668,0.19694911431149714
2014-11-11,160282,55562,9980,78178,125730,083731,COFFEE C - ICE FUTURES U.S. ,184.5500030517578,0.29667710659961816,-47552,0.6092086313594813,45582,-0.4404861617445903,0.02433940796829943,0.011153153702969088,-0.01939422930749668,0.03549175260604476,0.2053108759525677
2014-11-18,149577,53835,9345,75431,122512,083731,COFFEE C - ICE FUTURES U.S. ,191.1000061035156,0.3147609592383856,-47081,0.2938570769019603,44490,-0.6812992101421245,0.03013493783563955,0.03738524849635961,0.03549175260604476,0.01648348401819577,0.21389183859204527
2014-11-25,151317,56670,8344,72777,123721,083731,COFFEE C - ICE FUTURES U.S. ,194.25,0.3366706979387643,-50944,-2.5826163113312877,48326,2.5645654077832822,0.01965923317285672,0.05900267634663303,0.01648348401819577,-0.06151864580819655,0.22280082880889118
2014-12-02,154685,55026,9734,77783,124760,083731,COFFEE C - ICE FUTURES U.S. ,182.3000030517578,0.30369460516533603,-46977,2.621648592028655,45292,-2.0050622203718023,0.02984551428585535,0.046849907350216186,-0.06151864580819655,-0.015633604255653633,0.23078892121826192
2014-12-09,154418,49648,11849,81931,120352,083731,COFFEE C - ICE FUTURES U.S. ,179.4499969482422,0.24881166703363597,-38421,5.531240908943983,37799,-4.84403788344054,0.042297177716367665,0.12184334195163991,-0.015633604255653633,-0.0153246032140818,0.2378504783577657
2014-12-16,154924,48218,12071,83410,119890,083731,COFFEE C - ICE FUTURES U.S. ,176.6999969482422,0.23547029511244222,-36480,1.256977813467342,36147,-1.069823466176223,0.00954746679783571,0.02740135016337972,-0.0153246032140818,-0.03225804780241048,0.24371538955521035
2014-12-23,156285,45803,13059,87245,119785,083731,COFFEE C - ICE FUTURES U.S. ,171.0,0.20820936110311292,-32540,2.5431824636596008,32744,-2.1965608943740156,0.01903105830072936,0.05781319017362645,-0.03225804780241048,-0.03625729209498352,0.24848561832889318
2014-12-30,159202,46078,16256,88884,118644,083731,COFFEE C - ICE FUTURES U.S. ,164.8000030517578,0.18693232497079182,-29760,1.7788015484531465,29822,-1.86966119589212,0.01339578273775105,0.05569993903808516,-0.03625729209498352,0.06128635107824909,0.25286485801025077
2015-01-06,163882,48830,17816,88857,120403,083731,COFFEE C - ICE FUTURES U.S.,174.89999389648438,0.1924921589924458,-31546,-1.1218452029497117,31014,0.7487343123830102,0.00853483704482462,0.06470005701767548,0.06128635107824909,0.01172100127671305,0.256708251564836
2015-01-13,166898,51532,13593,85663,123863,083731,COFFEE C - ICE FUTURES U.S.,176.9499969482422,0.22888231135184364,-38200,-4.060238464260871,37939,4.22560134731087,0.03175739526359497,0.10633397312859885,0.01172100127671305,-0.07148908796073328,0.26076959819310297
2015-01-20,164622,51025,16331,85059,120640,083731,COFFEE C - ICE FUTURES U.S.,164.3000030517578,0.21613757577966494,-35581,1.5692219199750748,34694,-1.9443013097820225,0.01860485466628423,0.04817685135696894,-0.07148908796073328,0.023737028752554457,0.2647101978569935
2015-01-27,169601,49766,20949,87179,117114,083731,COFFEE C - ICE FUTURES U.S.,168.1999969482422,0.1765024970371637,-29935,3.429675256041113,28817,-3.569996719757991,0.027636776590485235,0.08310825143180373,0.023737028752554457,-0.04429249157795567,0.26821275530109867
2015-02-03,167838,48908,22994,87433,113192,083731,COFFEE C - ICE FUTURES U.S.,160.75,0.15347537506404985,-25759,2.46224963296207,25914,-1.7116644359408257,0.020814953271028037,0.0403743984868293,-0.04429249157795567,-0.008398171717049041,0.2697033342277936
2015-02-10,173921,52995,25844,86955,115230,083731,COFFEE C - ICE FUTURES U.S.,159.39999389648438,0.16257381224808964,-28275,-1.4990645741727142,27151,0.737020221880623,0.012444048767218142,0.08798944684737249,-0.008398171717049041,-0.02352572235627115,0.27013882386284876
2015-02-17,170223,48652,27165,88695,111152,083731,COFFEE C - ICE FUTURES U.S.,155.64999389648438,0.13192694289255857,-22457,3.345196957239206,21487,-3.256651008216374,0.02911227088722873,0.07470620045636203,-0.02352572235627115,-0.06617403274566647,0.2689752639320575
2015-02-24,173849,46923,33542,95265,108783,083731,COFFEE C - ICE FUTURES U.S.,145.35000610351562,0.0777571340646193,-13518,5.2513467627758885,13381,-4.761988685430288,0.04380831961107191,0.10073945193562418,-0.06617403274566647,-0.13140698521823901,0.26618993206002445
2015-03-03,184961,48753,44670,100495,105372,083731,COFFEE C - ICE FUTURES U.S.,126.25,0.02636772076275539,-4877,4.97040535177079,4083,-5.3483195186627475,0.04197370146745229,0.13870246085011187,-0.13140698521823901,0.043168292659343965,0.2621589638950127
2015-03-10,192829,50365,48810,102485,105020,083731,COFFEE C - ICE FUTURES U.S.,131.6999969482422,0.013146362839614373,-2535,1.2662128773092707,1555,-1.366774617351766,0.0112864750246982,0.05799848752205697,0.043168292659343965,0.017084282856014488,0.25765613148542044
2015-03-17,196301,50114,49830,105001,106197,083731,COFFEE C - ICE FUTURES U.S.,133.9499969482422,0.006092684194171197,-1196,0.6943976269129644,284,-0.6591332216627167,0.01748596104129774,0.01271712158808933,0.017084282856014488,0.02500937797564906,0.25261509258066
2015-03-24,198350,48473,50668,106479,105119,083731,COFFEE C - ICE FUTURES U.S.,137.3000030517578,-0.006856566675069322,1360,1.3020820067141787,-2195,-1.2628565315510365,0.012079509258121532,0.0250047911560303,0.02500937797564906,-0.03204667922414228,0.24732686074297763
2015-03-31,204283,47878,50771,111652,109692,083731,COFFEE C - ICE FUTURES U.S.,132.89999389648438,-0.00959453307421567,1960,0.3024955886059995,-2893,-0.35190320141164605,0.044031010553708255,0.00707559123762025,-0.03204667922414228,0.06809633910748603,0.24235586033404105
2015-04-07,199144,46694,45254,110958,114372,083731,COFFEE C - ICE FUTURES U.S.,141.9499969482422,0.01714337363917567,-3414,-2.630664323511991,1440,2.1210771331926788,0.023849465228775575,0.07287814851872798,0.06809633910748603,-0.05177873196719063,0.23787074724755322
2015-04-14,190341,44029,49368,112599,109106,083731,COFFEE C - ICE FUTURES U.S.,134.60000610351562,-0.01835127481730158,3493,3.468344514522155,-5339,-3.4040694171052106,0.031154010960510587,0.07258263113376233,-0.05177873196719063,0.042347672286571436,0.23205368676726496
2015-04-21,178742,45968,46930,102922,104012,083731,COFFEE C - ICE FUTURES U.S.,140.3000030517578,0.006098175023217823,-1090,-2.4077839246405137,-962,2.2995571106592902,0.07138024684198827,0.04711619195246399,0.042347672286571436,-0.015324369982232189,0.22630813832983793
2015-04-28,186486,46879,48241,103217,103072,083731,COFFEE C - ICE FUTURES U.S.,138.14999389648438,-0.0007775382602447368,145,0.6909400140985331,-1362,-0.22378623938414027,0.005986746748493618,0.023359966358284273,-0.015324369982232189,-0.04053558517651934,0.22052146235008716
2015-05-05,190513,46115,49678,103870,101498,083731,COFFEE C - ICE FUTURES U.S.,132.5500030517578,-0.012450593922724433,2372,1.1941915210793304,-3563,-1.180249455723218,0.010843948424292003,0.02297662668462205,-0.04053558517651934,0.014711406287035267,0.21457775341846488
2015-05-12,188317,44307,49550,102662,98890,083731,COFFEE C - ICE FUTURES U.S.,134.5,-0.020030055703946007,3772,0.7348579886936849,-5243,-0.881829586432422,0.018933079304596333,0.020627124242198237,0.014711406287035267,0.03977699705216087,0.20898309797148792
2015-05-19,184474,43723,42820,99667,102332,083731,COFFEE C - ICE FUTURES U.S.,139.85000610351562,0.014446480262801263,-2665,-3.418172549477742,903,3.2636458737129415,0.03186649438858608,0.0845129011011867,0.03977699705216087,-0.11297820780975021,0.20399014228947215
2015-05-26,195178,44016,56830,106006,94911,083731,COFFEE C - ICE FUTURES U.S.,124.0500030517578,-0.05684554611687793,11095,7.459045719179938,-12814,-7.435736201307501,0.06848599172792745,0.1418301172084168,-0.11297820780975021,0.06972989668428564,0.19778482166052155
2015-06-02,194722,43852,54582,105302,95435,083731,COFFEE C - ICE FUTURES U.S.,132.6999969482422,-0.050672240424810756,9867,-0.6291692711268688,-10730,1.067743290739735,0.006117457170327344,0.02450372838653311,0.06972989668428564,0.0350415166707736,0.19175633323109142
2015-06-09,189236,42534,42986,100587,100589,083731,COFFEE C - ICE FUTURES U.S.,137.35000610351562,1.0568813544991439e-05,-2,-5.068251147790183,-452,5.278294183502634,0.04905654750069591,0.15100561272217025,0.0350415166707736,-0.05824535598470015,0.1868821602691946
2015-06-16,180352,41178,45539,97204,94307,083731,COFFEE C - ICE FUTURES U.S.,129.35000610351562,-0.016063032292405962,2897,1.5319495233465092,-4361,-2.0656746073685768,0.05046707499830297,0.04507766643218746,-0.05824535598470015,-0.012756158310135435,0.1810194820128627
2015-06-23,181352,42610,51019,103209,97017,083731,COFFEE C - ICE FUTURES U.S.,127.6999969482422,-0.03414354404693634,6192,1.8269827892122072,-8409,-2.244499645138396,0.04352581582811423,0.07382328124833118,-0.012756158310135435,0.023100994665159025,0.17450096548242178
2015-06-30,174382,40846,47123,96655,91934,083731,COFFEE C - ICE FUTURES U.S.,130.64999389648438,-0.027072748334117054,4721,-0.8111297366447572,-6277,1.1756142750011027,0.06170561379507818,0.06434084734395071,0.023100994665159025,-0.05931873503756824,0.16829358864855104
2015-07-07,185414,39329,56243,103409,89948,083731,COFFEE C - ICE FUTURES U.S.,122.9000015258789,-0.07259969581584994,13461,5.011985181956853,-16914,-6.099826816987992,0.04520136328139142,0.11129828820156532,-0.05931873503756824,0.05655007722821925,0.1613638657804015
2015-07-14,182704,39780,53737,102341,90652,083731,COFFEE C - ICE FUTURES U.S.,129.85000610351562,-0.06397780015763202,11689,-0.9556991381449081,-13957,1.5948094534393302,0.009181680164565555,0.03161991937294823,0.05655007722821925,-0.046207218693631535,0.15542640701082425
2015-07-21,185511,41124,54914,102694,90864,083731,COFFEE C - ICE FUTURES U.S.,123.8499984741211,-0.06376980340788417,11830,0.0771740082318942,-13790,0.09140467641649883,0.0029190216885894666,0.026250026031362585,-0.046207218693631535,-0.029067408304194076,0.14928667538988638
2015-07-28,194985,41804,61106,109067,92237,083731,COFFEE C - ICE FUTURES U.S.,120.25,-0.08631433187168244,16830,2.6952579631396523,-19302,-2.9712523785651523,0.03847911616261972,0.06677679525799242,-0.029067408304194076,0.03866945135866029,0.14219570414297536
2015-08-04,195037,42802,57954,106608,93024,083731,COFFEE C - ICE FUTURES U.S.,124.9000015258789,-0.0696483231386865,13584,-1.6647434418032157,-15152,2.1283688488858115,0.016259918249579227,0.04118861407757354,0.03866945135866029,0.09847874517291144,0.13491806798670303
2015-08-11,189198,43371,47056,99805,97616,083731,COFFEE C - ICE FUTURES U.S.,137.1999969482422,-0.011569889745134726,2189,-5.842481170239493,-3685,5.879397242574486,0.057719290247744665,0.12680947062271225,0.09847874517291144,-0.013848352323223012,0.12879661309485174
2015-08-18,169434,41773,35697,91699,99233,083731,COFFEE C - ICE FUTURES U.S.,135.3000030517578,0.04446569165574796,-7534,-5.139060666603241,6076,5.159145445512109,0.05092388913330401,0.16725183942171162,-0.013848352323223012,-0.13488543672108155,0.12350640866711148
2015-08-25,169849,37500,50278,94526,83559,083731,COFFEE C - ICE FUTURES U.S.,117.0500030517578,-0.06456911727475581,10967,10.919296009065476,-12778,-11.127636719902736,0.10388859252604093,0.21479186128642713,-0.13488543672108155,0.0,0.11569475820786404
2015-09-01,175913,38322,55329,97212,81994,083731,COFFEE C - ICE FUTURES U.S.,117.0500030517578,-0.08650867190031436,15218,2.5028113206436307,-17007,-2.489858639144181,0.02372130397419729,0.06271155673724786,0.0,0.0055531301113849185,0.10719893858420994
2015-09-08,179552,39685,59986,102776,84741,083731,COFFEE C - ICE FUTURES U.S.,117.6999969482422,-0.10044443949385136,18035,1.6013597630646965,-20301,-1.8725165280564824,0.04432131486745202,0.06039871176169598,0.0055531301113849185,-0.018691563341413087,0.09867806318032632
2015-09-15,188257,40401,63828,108715,87911,083731,COFFEE C - ICE FUTURES U.S.,115.5,-0.11050850698778797,20804,1.542171627160934,-23427,-1.7409998217786489,0.04632652853640922,0.04373063159005651,-0.018691563341413087,-0.0004329268550459231,0.09083772523258747
2015-09-22,193509,40960,65735,110568,89208,083731,COFFEE C - ICE FUTURES U.S.,115.4499969482422,-0.11038246283118615,21360,0.295340943497453,-24775,-0.7160424313571341,0.015767659778952427,0.023112610712779418,-0.0004329268550459231,0.04677350947267489,0.08361146129613949
2015-09-29,194475,41495,62807,111664,93073,083731,COFFEE C - ICE FUTURES U.S.,120.8499984741211,-0.09559583494022368,18591,-1.4309411965334946,-21312,1.7895808463689027,0.02423108671124418,0.03320166439761462,0.04677350947267489,0.05999178916785053,0.07621400138906723
2015-10-06,190831,39995,55172,108850,96057,083731,COFFEE C - ICE FUTURES U.S.,128.10000610351562,-0.06703837426833166,12793,-2.9813600719886875,-15177,3.154647126880062,0.02829576344390382,0.095989155904883,0.05999178916785053,0.04879000548172874,0.06901878636532913
2015-10-13,181065,39406,44712,100815,96980,083731,COFFEE C - ICE FUTURES U.S.,134.35000610351562,-0.0211802391406401,3835,-4.694205868019347,-5306,5.172639665463159,0.04528931469450694,0.1313511971278442,0.04879000548172874,-0.07145519663109579,0.06225111612581285
2015-10-20,182654,39485,43017,97622,96713,083731,COFFEE C - ICE FUTURES U.S.,124.75,-0.004976622466521401,909,-1.6159942562063347,-3532,0.9797586502084886,0.017804306995651838,0.02150250903008412,-0.07145519663109579,-0.059719414414767136,0.055952819107883404
2015-10-27,195212,38752,50854,105878,97064,083731,COFFEE C - ICE FUTURES U.S.,117.3000030517578,-0.04515091285371801,8814,4.3278548512488095,-12102,-4.691931192308956,0.042411132244680745,0.09564091690288597,-0.059719414414767136,0.025149163439838418,0.04931315823000521
2015-11-03,199749,38882,54539,109029,96798,083731,COFFEE C - ICE FUTURES U.S.,120.25,-0.061231845966688195,12231,1.7504046882363788,-15657,-1.8210970637051003,0.016601320526461544,0.04083664272486914,0.025149163439838418,-0.03284820746978967,0.04250810261257717
2015-11-10,200154,39448,59053,112572,95599,083731,COFFEE C - ICE FUTURES U.S.,116.3000030517578,-0.08479970422774463,16973,2.373979344076816,-19605,-1.9764804830061729,0.02277934966926229,0.05157308047634034,-0.03284820746978967,-0.017626852948967486,0.03517201009666635
2015-11-17,186049,38382,63890,105525,83619,083731,COFFEE C - ICE FUTURES U.S.,114.25,-0.1177431751850319,21906,2.464602256262678,-25508,-2.9492290935979293,0.10059531362348263,0.05771863266583229,-0.017626852948967486,0.07177240217279834,0.026854622896216016
2015-11-24,172995,37127,54229,96902,82895,083731,COFFEE C - ICE FUTURES U.S.,122.4499969482422,-0.08096765802479841,14007,-4.245655714354821,-17102,4.518164569548882,0.051986406892217334,0.11948859407154429,0.07177240217279834,-0.04328293633689129,0.018823116050762884
2015-12-01,172338,37093,53241,97071,83335,083731,COFFEE C - ICE FUTURES U.S.,117.1500015258789,-0.0797038378071,13736,-0.15665192635625308,-16148,0.5514610248851123,0.0033757192111127125,0.011313569641552461,-0.04328293633689129,0.04353391726584377,0.01145006907052373
2015-12-08,165755,36499,41223,92090,89943,083731,COFFEE C - ICE FUTURES U.S.,122.25,-0.012952852100992429,2147,-6.7245761236639625,-4724,6.62883403544198,0.06366428065240917,0.1622706569568462,0.04353391726584377,-0.05398771757972265,0.006416136010242413
2015-12-15,166913,36278,42523,94084,90303,083731,COFFEE C - ICE FUTURES U.S.,115.6500015258789,-0.022652519576066572,3781,0.9857922837923441,-6245,-0.9176193779976471,0.012766626714464685,0.019301785510336164,-0.05398771757972265,0.030263726362483423,0.0014522357277710906
2015-12-22,173177,35130,46578,100161,91563,083731,COFFEE C - ICE FUTURES U.S.,119.1500015258789,-0.049648625394827256,8598,2.8859345886779337,-11448,-3.1171927890577726,0.038268552711189,0.06367797522886376,0.030263726362483423,0.019303360410480197,-0.003506571704881605
2015-12-29,172364,35045,45523,98756,91779,083731,COFFEE C - ICE FUTURES U.S.,121.4499969482422,-0.040478290130189595,6977,-0.9360365406491624,-10478,0.5601205702835826,0.008507623271314982,0.014149538278224605,0.019303360410480197,0.012762479133024307,-0.007879852764515864
2016-01-05,172537,34747,38024,96253,95378,083731,COFFEE C - ICE FUTURES U.S.,123.0,-0.005071375994714177,875,-3.5401824046784713,-3277,4.177786544754126,0.03184244720321869,0.10714432947190501,0.012762479133024307,-0.07032521565755212,-0.01167915151426894
2016-01-12,190471,36860,53860,108901,94571,083731,COFFEE C - ICE FUTURES U.S.,114.3499984741211,-0.07523455014149136,14330,7.798327315300487,-17000,-7.9536563171957315,0.0661270346779901,0.1978505291005291,-0.07032521565755212,0.011368631999169043,-0.017527552696833072
2016-01-19,200017,36511,57314,116383,98385,083731,COFFEE C - ICE FUTURES U.S.,115.6500015258789,-0.08998235150012249,17998,1.9257524767549914,-20803,-1.9966294081513722,0.052596289950085674,0.04053290700772715,0.011368631999169043,0.009079078326932333,-0.023414474375290525
2016-01-26,203588,35634,54316,118914,102455,083731,COFFEE C - ICE FUTURES U.S.,116.6999969482422,-0.08084464703224159,16459,-0.7694345980591649,-18682,1.0604098651614613,0.029818990012151655,0.04307948860478043,0.009079078326932333,0.02699230169882494,-0.02836345791508678
2016-02-02,201589,38749,46756,112118,106124,083731,COFFEE C - ICE FUTURES U.S.,119.8499984741211,-0.029733765235206287,5994,-5.140283317287856,-8007,5.243432815293633,0.04795135675076292,0.1248465002046664,0.02699230169882494,-0.0425531792995586,-0.0318867106131494
2016-02-09,197231,36744,42272,111279,107718,083731,COFFEE C - ICE FUTURES U.S.,114.75,-0.018054971074526825,3561,-1.2069110913789938,-5528,1.2297297967647045,0.011109741229331909,0.08212260807937632,-0.0425531792995586,0.0013072028399032654,-0.035360341061661256
2016-02-16,188424,34590,45509,109546,101559,083731,COFFEE C - ICE FUTURES U.S.,114.9000015258789,-0.04238844308580648,7987,2.2440691372045976,-10919,-2.7333431357139597,0.037384240070107294,0.06730421103883943,0.0013072028399032654,0.025239351500145224,-0.03871256002278366
2016-02-23,181121,37899,45170,102804,97790,083731,COFFEE C - ICE FUTURES U.S.,117.8000030517578,-0.02768315104267313,5014,-1.5778244809578397,-7271,1.9360591007514967,0.05239937385963688,0.043915299329473086,0.025239351500145224,-0.044991535776354175,-0.04074025781330851
