,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,KE_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2014-07-08,135001,52882,34170,60816,70469,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,675.0,0.07150317405056258,-9653,3.390464505607134,18712,-2.3498342921694633,0.03452031839128614,0.03608188209346138,-0.0357142857142857,-0.053333333333333344,0.07542450287781853
2014-07-15,141188,51530,37674,64187,66977,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,639.0,0.01976088619429413,-2790,5.083666046918172,13856,-3.5970103925156107,0.05232380836205056,0.054437020761400834,-0.053333333333333344,-0.02777777777777779,0.07788809323405402
2014-07-22,142865,51514,38773,64216,66227,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,621.25,0.014076225807580584,-2011,0.5517466073603988,12741,-0.7897271722809305,0.005971957100036031,0.012349507681061503,-0.02777777777777779,-0.015694164989939585,0.07976962544818912
2014-07-29,142048,49677,38117,65560,65119,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,611.5,-0.003104584365848164,441,1.7163056031918245,11560,-0.8266545340006299,0.01876353507449552,0.028396017951112833,-0.015694164989939585,0.05110384300899429,0.08087505194857356
2014-08-05,143984,49536,38483,69340,69767,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,642.75,0.0029656072896988555,-427,-0.6110610497859879,11053,-0.35692160396485695,0.06058645503101929,0.0057601199740965016,0.05110384300899429,-0.04589653831194085,0.08127984342484057
2014-08-12,140969,47931,36794,66657,67077,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,613.25,0.002979378444906327,-420,0.004861651294588288,11137,0.05833981553505945,0.04017676880972677,0.03887872528769549,-0.04589653831194085,0.018344883815735846,0.08088962473627756
2014-08-19,139568,47709,36841,67514,67686,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,624.5,0.0012323741831938553,-172,0.17592520341351645,10868,-0.19082209563804808,0.01084319526627219,0.003181549379065642,0.018344883815735846,-0.005604483586869491,0.08015745861198156
2014-08-26,136627,46447,40447,65298,62684,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,621.0,-0.01913238232560182,2614,1.9961595781267913,6000,-3.4879055370858647,0.056398556046944104,0.0560222800193339,-0.005604483586869491,-0.005636070853462183,0.07844874965462595
2014-09-02,133681,47793,40655,63174,59710,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,617.5,-0.025912433330091786,3464,0.6221317894706024,7138,0.832924678138289,0.04148627974349793,0.01756964544138929,-0.005636070853462183,-0.0072874493927125306,0.07681907145494417
2014-09-09,137693,48819,41853,64406,61853,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,613.0,-0.01854124755797317,2553,-0.681473058998661,6966,-0.1286645072972225,0.026730767707648564,0.024527968943003353,-0.0072874493927125306,-0.048531810766721084,0.07517800285003831
2014-09-16,145073,48125,44642,70286,63522,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,583.25,-0.04662480268554452,6764,3.058252779734627,3483,-2.5295403542663752,0.05641665670214038,0.037545678959112615,-0.048531810766721084,-0.03643377625375055,0.07295986700564647
2014-09-23,149085,47779,46454,74159,63631,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,562.0,-0.07061743300801557,10528,2.594555844299077,1325,-1.4875269691810329,0.02889904927788664,0.02290068235119332,-0.03643377625375055,-0.007117437722419906,0.07006846569713601
2014-09-30,151310,50585,47848,71815,62570,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,558.0,-0.06109972903311083,9245,-0.8605828889559648,2737,0.9471107086561358,0.025337649291215538,0.04266861723202584,-0.007117437722419906,0.054211469534050094,0.06605362799319696
2014-10-07,157656,50706,49474,73785,64113,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,588.25,-0.061348759324098036,9672,0.2822021016456282,1232,-0.9946467517018042,0.025475351346647523,0.017438610501098024,0.054211469534050094,0.003399915002124887,0.06108002764694691
2014-10-14,155622,50865,47734,71292,63177,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,590.25,-0.05214558352932105,8115,-0.9875932409803624,3131,1.2045212361089968,0.025500301184659662,0.01925983022140184,0.003399915002124887,0.020330368487928796,0.055791847722735474
2014-10-21,154405,51447,43305,69180,66285,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,602.25,-0.01874939283054305,2895,-3.354281528318618,8142,3.219981750652221,0.03853393865574133,0.052885427220533604,0.020330368487928796,-0.0004151100041510647,0.051092973679469376
2014-10-28,159186,51584,43127,69702,66641,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,602.0,-0.01922907793398917,3061,0.10750947184352838,8457,0.20400893753440627,0.006439641199034787,0.003325907233584272,-0.0004151100041510647,-0.019518272425249172,0.046430244047375197
2014-11-04,157692,51060,41771,69424,67394,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,590.25,-0.012873195850138245,2030,-0.647670021233023,9289,0.5226590278039526,0.007535558186788288,0.020251855522400924,-0.019518272425249172,-0.019906819144430377,0.04228721367135318
2014-11-11,160533,49253,46212,71010,63065,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,578.5,-0.0494913818342646,7945,3.750982928747178,3041,-3.9621540724957516,0.04411709863882155,0.06544806997328864,-0.019906819144430377,0.025929127052722656,0.03845242564118718
2014-11-18,150426,44160,41062,71572,65593,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,593.5,-0.03974711818435643,5979,-1.224670317006472,3098,0.03550671824484685,0.022527612729194766,0.12019196920982844,0.025929127052722656,0.040016849199663085,0.03556911893049137
2014-11-25,143534,41962,39827,69620,63679,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,617.25,-0.04139088996335363,5941,-0.02526159041655033,2135,-0.6401818834509991,0.0290024681355449,0.04197385956546724,0.040016849199663085,0.051032806804374164,0.03358477374675025
2014-12-02,139445,43451,32201,66187,70034,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,648.75,0.027587937896661766,-3847,-6.8192902030181,11250,6.35041174913261,0.07185382576842043,0.12048590916300957,0.051032806804374164,-0.04894026974951826,0.03264595115371582
2014-12-09,131160,43638,30165,62981,67923,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,617.0,0.037679170478804515,-4942,-0.7852558356341209,13473,1.594176915629818,0.040617551793680866,0.03012072679972359,-0.04894026974951826,0.061183144246353294,0.032457373238099316
2014-12-16,128499,42546,28833,60005,68370,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,654.75,0.06509778286212344,-8365,-2.609789569990851,13713,0.18298261665141813,0.02666407010710808,0.03395956794015047,0.061183144246353294,0.015273004963726633,0.033164674547858305
2014-12-23,129362,46838,26047,57832,73313,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,664.75,0.119671928387007,-15481,-5.537786286274601,20791,5.508214071704838,0.0542605512981814,0.09711188859161693,0.015273004963726633,-0.04324934185784124,0.035430334675513014
2014-12-30,130717,45385,26313,58836,72838,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE ,636.0,0.10711690139767589,-14002,1.1433032884463754,19072,-1.3288291770380791,0.011232285796740434,0.02397556417194343,-0.04324934185784124,-0.0074685534591194536,0.0377398273425243
2015-01-06,130911,44099,26694,60018,72208,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,631.25,0.0931166976037155,-12190,1.3862007237008194,17405,-1.275274065347277,0.013703810143239605,0.023547525885327644,-0.0074685534591194536,-0.07841584158415837,0.03991083070303252
2015-01-13,132736,42998,28788,64555,71159,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,581.75,0.049752892960462876,-6604,4.267021105942205,14210,-2.4405894080711326,0.041160086652814,0.044507285543142115,-0.07841584158415837,-0.006875805758487341,0.04130784454635851
2015-01-20,143695,42276,34791,71175,72217,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,577.75,0.007251470127701033,-1042,4.190272420443588,7485,-5.06644768563163,0.053545525552332066,0.0872617332970013,-0.006875805758487341,-0.04759844223279963,0.04195940904923872
2015-01-27,153825,44711,41518,77025,73814,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,550.25,-0.02087437022590606,3211,2.9597411183409306,3193,-2.9868819374369324,0.04937052088650813,0.10625195699822565,-0.04759844223279963,0.015901862789641008,0.04216197687564777
2015-02-03,166438,48345,48642,83966,75591,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,559.0,-0.0503190377197515,8375,3.357061595969446,-297,-2.268811961644726,0.05463878112524051,0.11092208234093229,0.015901862789641008,-0.008944543828264706,0.04176636668517816
2015-02-10,160200,47702,46882,77735,70926,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,554.0,-0.042503121098626716,6809,-0.9408909023179802,820,0.6711207777070141,0.07329427354854333,0.025405988327835576,-0.008944543828264706,0.014891696750902517,0.04114299661654356
2015-02-17,156821,48169,48200,76039,70065,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,562.25,-0.03809438786897163,5974,-0.521223470661673,-31,-0.531210986267166,0.01750123199912391,0.018522553933318805,0.014891696750902517,-0.04713205869275239,0.03996149591605481
2015-02-24,157937,46032,55167,83932,69224,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,535.75,-0.09312574001025725,14708,5.56940715848005,-9135,-5.805344947424134,0.057026822324949725,0.08996136325457761,-0.04713205869275239,-0.009799346710219314,0.037367571946170394
2015-03-03,164037,47849,61382,86795,66486,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,530.5,-0.12380743368874096,20309,3.546350760113209,-13533,-2.784654640774486,0.0365407323803994,0.07353223901639644,-0.009799346710219314,0.008011310084825585,0.033463957984426564
2015-03-10,161141,49529,62156,82616,62250,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,534.75,-0.126386208351692,20366,0.03474825801496004,-12627,0.5523144168693648,0.05808816423453398,0.02197251197564579,0.008011310084825585,0.014960261804581654,0.028841992463693993
2015-03-17,160160,48085,60884,78169,59702,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,542.75,-0.11530344655344656,18467,-1.1784710284781652,-12799,-0.1067388187984436,0.05073583277121367,0.024924519817562794,0.014960261804581654,0.04145555043758642,0.024034474660676097
2015-03-24,153978,43679,53176,75043,58481,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,565.25,-0.10756082037693697,16562,-1.1894355644355643,-9497,2.061688311688312,0.03255594499865193,0.12507356357441538,0.04145555043758642,-0.010614772224679325,0.01890759961390692
2015-03-31,154679,42689,50772,76446,63083,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,559.25,-0.08639181789383174,13363,-2.0775695229188584,-8083,0.9183130057540687,0.04303764808749436,0.03631461251217085,-0.010614772224679325,0.01072865444792126,0.013765947304129294
2015-04-07,147321,40372,44912,74567,64553,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,565.25,-0.06797401592440996,10014,-2.165129073759205,-4540,2.2905501069957785,0.02407274295572168,0.09587964917217766,0.01072865444792126,-0.0769570986289253,0.009674441666322569
2015-04-14,153133,37668,49759,76672,60003,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,521.75,-0.10885308849170329,16669,4.517346474704896,-12091,-5.125542183395443,0.04869215291750503,0.08636919944639528,-0.0769570986289253,-0.015333013895543868,0.005382658544831732
2015-04-21,158203,40163,60141,75428,52682,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,513.75,-0.14377729878700152,22746,3.96844573018226,-19978,-5.150424794133205,0.0668566076028413,0.12837972563407243,-0.015333013895543868,-0.03211678832116793,0.00014406723190666255
2015-04-28,166205,42478,67219,80910,52854,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,497.25,-0.16880358593303452,28056,3.356447096452027,-24741,-3.010688798568927,0.04226847283275022,0.08562677192630609,-0.03211678832116793,-0.022121669180492742,-0.005651418318260692
2015-05-05,165655,42631,69600,79174,48647,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,486.25,-0.18428058313965773,30527,1.4867182094401492,-26969,-1.3405132216238982,0.04649470744243903,0.02257843198403293,-0.022121669180492742,0.0452442159383033,-0.012163643218191945
2015-05-12,159809,42904,68738,75680,46771,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,508.25,-0.18089719602775814,28909,-0.9767287434728804,-25834,0.685158914611693,0.04385427640443933,0.010166424822199531,0.0452442159383033,0.06246925725528785,-0.01813480105787702
2015-05-19,155439,44351,61098,72436,49698,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,540.0,-0.1462824645037603,22738,-3.861484647297712,-16747,5.686162856910436,0.05052647092537704,0.08617435916888733,0.06246925725528785,-0.028703703703703676,-0.023277439646190754
2015-05-26,155898,44051,53652,70889,54873,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,524.5,-0.10273383879203069,16016,-4.324526019853447,-9601,4.597301835446702,0.05345016777723001,0.07928108655824284,-0.028703703703703676,0.020972354623450817,-0.027122428719403513
2015-06-02,160483,42298,55940,73575,53907,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,535.5,-0.12255503698211026,19668,2.3425573131149853,-13642,-2.5920794365546707,0.02864718156288731,0.04113479508947658,0.020972354623450817,0.023809523809523725,-0.031220753205048555
2015-06-09,161406,41691,51998,71865,55561,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,548.25,-0.10101235393975441,16304,-2.0961721802309277,-10307,2.0781017304013507,0.02639963586709149,0.04855425930472094,0.023809523809523725,-0.07615139078887367,-0.03446872608026134
2015-06-16,162519,44500,55847,72424,55437,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,506.5,-0.10452316344550483,16987,0.4231565121494864,-11347,-0.6443378808718387,0.005341738293928563,0.06634976631090117,-0.07615139078887367,0.046890424481737414,-0.03752064320155352
2015-06-23,171911,48091,65136,78932,58323,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,530.25,-0.11988179930312778,20609,2.2286624948467564,-17045,-3.5060516001206015,0.06844195111289206,0.11375378664099552,0.046890424481737414,0.11881188118811892,-0.04173146252097999
2015-06-30,183836,57591,56550,83693,76510,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,593.25,-0.03907286929654692,7183,-7.80985509944099,1041,10.52056005723892,0.1432432601137307,0.15845314129015867,0.11881188118811892,-0.03792667509481673,-0.0445236396620466
2015-07-07,185914,55642,46442,86607,87105,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,570.75,0.002678657874070807,-498,-4.178180552231336,9200,4.438194912857112,0.07776664824537165,0.11810861643352533,-0.03792667509481673,-0.036355672360928626,-0.04584718805005606
2015-07-14,192063,56285,42935,89137,94146,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,550.0,0.026079984171860277,-5009,-2.426390696773777,13350,2.232214895059006,0.052219791251780036,0.04182624470872808,-0.036355672360928626,-0.05818181818181822,-0.04572566693510287
2015-07-21,199141,58413,49491,91544,91955,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,518.0,0.0020638642971562864,-411,2.3940061334041434,8922,-2.30549350994205,0.02505735726080251,0.08047894424673784,-0.05818181818181822,-0.02557915057915061,-0.045956673887226414
2015-07-28,195075,57875,57689,90853,85768,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,504.75,-0.026066897347174163,5085,2.759853571087822,186,-4.386841484174529,0.038942141647935406,0.07559447578830777,-0.02557915057915061,-0.03912828132738977,-0.046398256829174984
2015-08-04,202218,61854,67133,93372,82399,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,485.0,-0.05426322088043597,10973,3.018326284762271,-5279,-2.801486607714981,0.03349813109102184,0.10406475071131199,-0.03912828132738977,0.006185567010309256,-0.047498811217062196
2015-08-11,198333,61951,70418,89178,76337,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,488.0,-0.0647446466296582,12841,0.9237555509400746,-8467,-1.576516432760684,0.06196417243150168,0.025549788847842016,0.006185567010309256,-0.024590163934426257,-0.04880119631464998
2015-08-18,200401,63915,69545,88422,79206,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,476.0,-0.045987794472083475,9216,-1.8277341642590996,-5630,1.4304225721387767,0.0216252654687761,0.02125730555971827,-0.024590163934426257,-0.021008403361344574,-0.04970927648109762
2015-08-25,187037,62134,70622,85533,73275,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,466.0,-0.06553783475996727,12258,1.5179564972230677,-8488,-1.4261405881208178,0.05553876379023727,0.021528217180391093,-0.021008403361344574,-0.016094420600858417,-0.05060168902791233
2015-09-01,179864,61921,68774,85698,73428,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,458.5,-0.06821820931370369,12270,0.006415842854622347,-6853,0.8741585889422948,0.0019984163493080953,0.015769539768162515,-0.016094420600858417,-0.014176663031624903,-0.0514152616429818
2015-09-08,182171,62301,70983,86823,73314,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,452.0,-0.07415560105615054,13509,0.6888538006493795,-8682,-1.016879420006227,0.0077371250866445605,0.019424687134239668,-0.014176663031624903,0.08960176991150437,-0.05248476844102367
2015-09-15,186652,63089,71632,86183,73052,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,492.5,-0.07035017037052911,13131,-0.20749735138962844,-8543,0.07630193609301152,0.005664583791251923,0.0106664885207206,0.08960176991150437,-0.009137055837563413,-0.052941025511888756
2015-09-22,188020,61433,71559,87138,72285,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,488.0,-0.07899691522178491,14853,0.9225724878383301,-10126,-0.8481023508989991,0.010801452738939801,0.013000782001924928,-0.009137055837563413,0.01383196721311486,-0.05310216940061509
2015-09-29,185177,60085,67959,85441,74986,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,494.75,-0.05645949550970153,10455,-2.339112860334007,-7874,1.1977449207531112,0.027414337985501195,0.038642966480272406,0.01383196721311486,0.042445679636179845,-0.05301293414054953
2015-10-06,188562,61151,68180,85449,76150,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,515.75,-0.04931534455510654,9299,-0.6242675926275941,-7029,0.45632016935148534,0.007252520126980984,0.009951210459982526,0.042445679636179845,-0.009209888511875874,-0.052781522318068916
2015-10-13,185121,61494,68088,83595,74068,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,511.0,-0.05146363729668703,9527,0.12091513666592421,-6594,0.2306933528494607,0.024964639769635234,0.0033569477242209565,-0.009209888511875874,-0.06751467710371817,-0.052768407967441346
2015-10-20,192268,62881,75951,87407,70356,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,476.5,-0.08868350427528242,17051,4.0643687101949535,-13070,-3.4982524943145292,0.047691790850833214,0.06662729053820445,-0.06751467710371817,0.02413431269674704,-0.05411329472599402
2015-10-27,195999,60358,78801,91035,68829,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,488.0,-0.11329649641069597,22206,2.681153390059708,-18443,-2.79453679239395,0.03224615923535005,0.03861051027960822,0.02413431269674704,-0.0010245901639344135,-0.05592228354285377
2015-11-03,199860,60134,80358,93832,69435,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,487.5,-0.12207044931452016,24397,1.1178628462390114,-20224,-0.9086781055005383,0.020843158752227947,0.012676878398770037,-0.0010245901639344135,-0.05487179487179483,-0.05802223072486112
2015-11-10,205827,59628,84448,96718,66999,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,460.75,-0.14438824838335107,29719,2.6628640048033625,-24820,-2.299609726808766,0.032507314451156566,0.03189983064493739,-0.05487179487179483,0.005425935973955465,-0.0598471704661897
2015-11-17,202782,58543,86231,100636,67300,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,463.25,-0.16439328934520817,33336,1.7573010343638105,-27688,-1.3934031978311885,0.025122665777439025,0.01981018691201459,0.005425935973955465,-0.012412304371289817,-0.062244212219283
2015-11-24,196312,56319,89672,99768,61767,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,457.5,-0.19357451403887688,38001,2.3005000443826376,-33353,-2.7936404611849177,0.03962608722567865,0.03880376187573206,-0.012412304371289817,-0.013114754098360604,-0.06517082037458152
2015-12-01,193267,57082,90641,96849,58812,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,451.5,-0.19681062985403613,38037,0.01833815558906231,-33559,-0.104935001426301,0.03773584905660377,0.011724646805169135,-0.013114754098360604,0.017165005537098654,-0.06948617744671033
2015-12-08,190229,55234,86737,95332,59239,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,459.25,-0.18973447791871903,36093,-1.005862356222221,-31503,1.0638132738646535,0.012576744667499078,0.040515316508300994,0.017165005537098654,0.0718562874251496,-0.0738595168389704
2015-12-15,182653,53618,76173,90040,63012,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,492.25,-0.1479745747400809,27028,-4.76530917998833,-22555,4.70380436211093,0.059228236155032275,0.09384317864875068,0.0718562874251496,-0.04418486541391564,-0.07795706217747433
2015-12-22,188114,49555,69814,95160,67972,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,470.5,-0.14452938111995917,27188,0.08759779472551778,-20259,1.2570283543111802,0.0617904519039796,0.08730910035268788,-0.04418486541391564,0.0058448459086077875,-0.08303785659106985
2015-12-29,190323,50582,72311,96366,69095,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,473.25,-0.14328798936544715,27271,0.044122181230530425,-21729,-0.78144104107084,0.01407582451453817,0.028675351728739636,0.0058448459086077875,-0.027997886951928175,-0.08785333525959144
2016-01-05,204323,51113,78893,105961,72038,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,460.0,-0.1660263406469169,33923,3.4951109429758884,-27780,-3.1793319777431,0.07043859796965152,0.05471285940648893,-0.027997886951928175,0.04510869565217401,-0.09283685522594974
2016-01-12,209846,50662,77546,108179,76814,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,480.75,-0.14946675180846908,31365,-1.251939331352809,-26884,0.4385213607865977,0.03780683593433265,0.014024085860476725,0.04510869565217401,-0.01664066562662503,-0.0966680022407369
2016-01-19,211816,52494,76062,106531,78011,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,472.75,-0.13464516372700835,28520,-1.3557561259209134,-23568,1.5802064371014934,0.01541654474320209,0.025794206415881017,-0.01664066562662503,0.008461131676361644,-0.09939678366101977
2016-01-26,216083,51155,76263,108318,80806,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,476.75,-0.12732144592587108,27512,-0.4758847301431431,-25108,-0.7270461154964687,0.024227490958313065,0.012086204460908192,0.008461131676361644,-0.024121657052962764,-0.10144384280909602
2016-02-02,219124,51444,80707,111148,79090,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,465.25,-0.14630072470382066,32058,2.10382121684723,-29263,-1.9228722296524947,0.023896382426223994,0.03581509031335366,-0.024121657052962764,-0.04352498656636217,-0.10328964448186659
2016-02-09,222982,53917,88635,111293,74717,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,445.0,-0.16403117740445416,36576,2.0618462605647943,-34718,-2.489458023767365,0.02428901671953121,0.07296284864470509,-0.04352498656636217,0.012921348314606673,-0.10562672248774788
2016-02-16,220157,55089,89111,113665,75903,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,450.75,-0.17152304946015798,37762,0.5318814971612058,-34022,0.3121328178956149,0.018768990546927752,0.011428571428571429,0.012921348314606673,-0.009983361064891838,-0.10819265828757839
2016-02-23,221923,58715,94449,115807,76784,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,446.25,-0.1758402689221036,39023,0.5727730664934569,-35734,-0.7776268753662159,0.015696475951628062,0.058525502076205896,-0.009983361064891838,-0.019607843137254943,-0.1097833223051139
2016-03-01,215138,62447,98535,110259,70664,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,437.5,-0.18404465970679285,39595,0.257747056411458,-36088,-0.159514786660238,0.06449152401850511,0.04856443577542831,-0.019607843137254943,0.052000000000000046,-0.11094173049776875
2016-03-08,210160,59917,91388,108347,73830,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,460.25,-0.16424153026265703,34517,-2.360345452686183,-31471,2.146064386579777,0.027873990679394216,0.06395690823171739,0.052000000000000046,0.062466051059206995,-0.11166971745759499
2016-03-15,198960,54569,71335,99574,78993,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,489.0,-0.10344290309609971,20581,-6.631138180433956,-16766,6.997049866768176,0.07804353547967989,0.20174895158215783,0.062466051059206995,-0.02505112474437632,-0.11144163008341525
2016-03-22,203546,53453,68829,100305,80780,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,476.75,-0.09592426282019789,19525,-0.5307599517490953,-15376,0.6986328910333736,0.013905072203661264,0.029620058553180353,-0.02505112474437632,0.010487676979548999,-0.11121785013040103
2016-03-29,205432,54599,70895,99123,80552,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,481.75,-0.09039974298064567,18571,-0.4686901240997121,-16296,-0.45198628319888373,0.007847502434951997,0.025594849156134955,0.010487676979548999,-0.01712506486766996,-0.11129492561283977
2016-04-05,210844,54927,72437,101998,83044,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,473.5,-0.08989584716662556,18954,0.18643638770980178,-17510,-0.5909498033412516,0.029004226067595465,0.014682327816337427,-0.01712506486766996,-0.05543822597676873,-0.11171649929057467
2016-04-12,214931,58519,85366,104485,77409,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,447.25,-0.12597531300743028,27076,3.8521371250782566,-26847,-4.428392555633549,0.0446523799575577,0.11482086388435209,-0.05543822597676873,0.06595863610955832,-0.11204577283895403
2016-04-19,216918,64774,84997,103832,81569,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,476.75,-0.10263325311869001,22263,-2.239323317715918,-20223,3.0819193136401917,0.025959946278606913,0.044227520681573866,0.06595863610955832,-0.02202412165705292,-0.1112545411914865
2016-04-26,201352,64180,67187,95578,88519,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,466.25,-0.0350580078668203,7059,-7.009100212983708,-3007,7.936639651850008,0.08258689712488525,0.14009606674431174,-0.02202412165705292,-0.0520107238605898,-0.10868251084405932
2016-05-03,202441,63273,71123,95004,83181,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,442.0,-0.05840220113514555,11823,2.3660058007866818,-7850,-2.4052405737216414,0.03317899935460336,0.03603529866960326,-0.0520107238605898,-0.0118778280542986,-0.10626177272858793
2016-05-10,215287,65453,78202,100364,83796,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,436.75,-0.07695773548797652,16568,2.3438927885161602,-12749,-2.4199643352878124,0.032444613379669855,0.06445302982840834,-0.0118778280542986,0.04808242701774468,-0.10426293694897673
2016-05-17,225268,71660,85643,102190,84601,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,457.75,-0.0780803309835396,17589,0.4742506514559634,-13983,-0.5731883485765513,0.014085261067182038,0.08676249022586982,0.04808242701774468,-0.024576734025122837,-0.10295135745820327
2016-05-24,227316,68418,87505,104750,81736,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,446.5,-0.10124232346161291,23014,2.4082426265603636,-19087,-2.265745689578635,0.02909065559881171,0.032734105936904755,-0.024576734025122837,0.0016797312430010258,-0.10292267447107985
2016-05-31,230273,69784,88843,105446,83180,001612,WHEAT-HRW - CHICAGO BOARD OF TRADE,447.25,-0.09669392416826984,22266,-0.3290573474810396,-19059,0.012317654718541588,0.011345201615896005,0.017046278376316767,0.0016797312430010258,0.08440469536053663,-0.10242534537850599
